id,mapAddress,name,License Type,Last Inspection Date,License Number
MjU2MjM2,1246 MAIN STREET WEST WARWICK RI 02893,NEW YORK SYSTEM,Seats -  Less than 50,09-23-2016,FSV24460
MjYxNDk4,230-232 ATWELLS AVENUE PROVIDENCE RI 02903,OPA,Seats - 50 or More,09-22-2016,FSV28275
NDEzOTgx,137 CENTRAL ST CENTRAL FALLS RI 02863,JEKS PUB LLC,Seats -  Less than 50,09-21-2016,FSV31725
MjYyMjY2,1385 MINERAL SPRING AVENUE NORTH PROVIDENCE RI 02904,CATANZAROS PIZZERIA,Seats -  Less than 50,09-20-2016,FSV28144
NDEzNDU5,1177 RESERVOIR AVE CRANSTON RI 02920,DENNYS,Seats - 50 or More,09-20-2016,FSV31465
NDE0OTkw,15 CHILD ST WARREN RI 02885,RICHARDSONS KITCHEN AND BAR,Seats -  Less than 50,09-20-2016,FSV31723
NDE0Nzcx,421 PRAIRIE AVE PROVIDENCE RI 02905,HAPPY MART,Cash Registers - 1-2,09-19-2016,MRK08878
NDE0OTI2,TOWN FARM RECREATION AREA TIVERTON RI 02878,TIVERTON YOUTH SOCCER ASSOCIATION,Food Service (Non-Profit),09-19-2016,FSV31704
NDE0MjYx,156 FORD ST APT 2 PROVIDENCE RI 02909,FERMATHA K WILLIE SEA FOOD,Retail Food Peddler,09-15-2016,MRK08811
MjQwNzc0,716 PUBLIC STREET PROVIDENCE RI 02907,APSARA ASIAN RESTURANT,Seats - 50 or More,09-14-2016,FSV16353
MjQzOTUy,159 ATLANTIC AVENUE WESTERLY RI 02891,PADDYS RESTAURANT,Caterer or Commissary,09-14-2016,FSV19630
MjYyODgw,263 DULUDE AVENUE WOONSOCKET RI 02895,T & D'S MARKET,Cash Registers - 1-2,09-08-2016,MRK08999
MjQ0NzEz,121 WENTWORTH AVE GLOCESTER RI 02814,GLOCESTER COUNTRY CLUB,Seats -  Less than 50,09-07-2016,FSV02744
MzU5MTU1,336 BALD HILL RD WARWICK RI 02886,RED RICE,Seats - 50 or More,09-07-2016,FSV30785
MjQyMzAw,1940 POST ROAD WARWICK RI 02886,FAIRFIELD INN AND SUITES PROVIDENCE AIRPORT,Seats -  Less than 50,09-06-2016,FSV18055
NDE0OTky,691 MAIN ST WARREN RI 02885,MADE BY ME COOKING SCHOOL,Seats -  Less than 50,09-02-2016,FSV31689
MzU4NjA2,195 NIANTIC AVE CRANSTON RI 02907,ZONA LOUNGE AND RESTAURANT LLC,Seats -  Less than 50,09-01-2016,FSV30682
NDE0OTgx,1942 W MAIN RD MIDDLETOWN RI 02842,SIMMONS FARM,Food Processor Retail - In-State,09-01-2016,FPR04697
MjM5NTk2,1 OVERLOOK CIRCLE NORTH PROVIDENCE RI 02904,LOUISQUISSET CONDOMINIUM ASSOCIATION,Seats -  Less than 50,08-31-2016,FSV14276
MjQxNzM4,1 MASTHEAD DRIVE WARWICK RI 02886,CHELOS WATERFRONT BAR AND GRILLE,Seats - 50 or More,08-31-2016,FSV17488
MjU2OTY4,1180 ATWOOD AVENUE JOHNSTON RI 02919,BD MART,Cash Registers - 1-2,08-25-2016,MRK07241
MjQxOTk2,1210 OAKLAWN AVENUE CRANSTON RI 02920,HARUKI RESTAURANT,Seats - 50 or More,08-24-2016,FSV17752
MjY1NTE2,UNIT C17 WESTERLY RI 02891,DELS LEMONADE OF WESTERLY,Seats -  Less than 50,08-24-2016,FSV30025
MjQxNDg5,5426 POST ROAD EAST GREENWICH RI 028180411,GREENWICH CLUB THE,Seats - 50 or More,08-22-2016,FSV01722
MjY1MjE5,477 CLINTON ST WOONSOCKET RI 02895,NEW KING WOK CHINESE RESTAURANT,Seats -  Less than 50,08-22-2016,FSV30008
MjU2NDQ1,120 FORTIN ROAD  (URI) SOUTH KINGSTOWN RI 02883,DUNKIN DONUTS,Seats -  Less than 50,08-19-2016,FSV24558
MjU4OTU0,727 EAST AVENUE PAWTUCKET RI 02860,RASOI,Caterer or Commissary,08-17-2016,FSV26138
MjU4NDA3,1700 MINERAL SPRING AVENUE NORTH PROVIDENCE RI 02904,SAMS FOOD STORE,Cash Registers - 1-2,04-26-2018,MRK07491
MjU5Mzgw,550 PAWTUCKET AVENUE PAWTUCKET RI 02860,GOLDS GYM PAWTUCKET,Seats -  Less than 50,04-26-2018,FSV26455
MjYwODQz,1000 ELMWOOD AVENUE PROVIDENCE RI 02907,SERENGETI MARKET CAFE,Seats -  Less than 50,04-26-2018,FSV27514
MjYwODUw,1000 ELMWOOD AVENUE PROVIDENCE RI 02907,WILDERNESS CAFE,Seats -  Less than 50,04-26-2018,FSV27515
MjYyMTU0,11 CURSON ST WEST WARWICK RI 02893,MILLONZI FINE CATERING,Caterer or Commissary,04-26-2018,FSV28094
MjQ1MzI5,100 SABRA STREET CRANSTON RI 02910,TWIN OAKS RESTAURANT,Seats - 50 or More,08-16-2016,FSV05625
MjU3MzYy,1846 SMITH STREET NORTH PROVIDENCE RI 02911,BAGEL EXPRESS AND DELI,Food Processor Wholesale - In-State,08-16-2016,FPR02839
MjYyNDQz,1492 PARK AVE CRANSTON RI 02919,AMEDEO RESTAURANT AND LOUNGE,Seats -  Less than 50,08-15-2016,FSV28278
MjU5MjAx,48A MARINO AVENUE JOHNSTON RI 02919,MAS KITCHEN,Mobile Food Service,08-13-2016,FSV26291
MjYxMTMy,C/O JULIANS PROVIDENCE RI 02909,THE BUS,Mobile Food Service,08-13-2016,FSV27867
MjYxNjM0,NO 1E JACKSON HEIGHTS NY 11372,ESMERALDA AMAYA,Mobile Food Service,08-13-2016,FSV27837
MjU4NjA1,1200 QUAKER LANE WARWICK RI 02886,SHOWCASE CINEMA WARWICK,Seats - 50 or More,08-12-2016,FSV26636
MjQzMTIx,335 WAKEFIELD STREET WEST WARWICK RI 02893,WEST WARWICK COUNTRY CLUB,Seats - 50 or More,08-11-2016,FSV18839
MjQ1NTMy,2850 MINISTERIAL ROAD SOUTH KINGSTOWN RI 02892,CAMP HOFFMAN,Food Service (Non-Profit),08-11-2016,FSV06979
MjU1NDMy,2317 WEST SHORE ROAD WARWICK RI 02889,LUCCE,Seats -  Less than 50,08-11-2016,FSV24646
MjQ1Mzk5,1175 SUCCOTASH ROAD SOUTH KINGSTOWN RI 028790000,JIMS DOCK INC,Seats -  Less than 50,08-10-2016,FSV06078
MjU0ODI4,90 LENOX AVENUE PROVIDENCE RI 02907,LA CASA DEL CHIMI NO 2,Mobile Food Service,08-07-2016,FSV23519
NDE0NjY3,82 WAINWRIGHT STREET PROVIDENCE RI 02908,LA CARIBENA,Mobile Food Service,08-07-2016,FSV31423
NDEzNTAw,221 PARK ST UNIT 11 NORTH ATTLEBORO MA 02760,BREWGRINDZ,Mobile Food Service,08-06-2016,FSV30997
MjUzNTg2,DIAMOND HILL PARK CUMBERLAND RI 02864,CUMBERLAND FIRE FIGHTERS LOCAL 4114,Food Service (Non-Profit),08-05-2016,FSV22821
NDE0OTAy,263 WEBSTER AVE PROVIDENCE RI 02909,JULIUS ICE CREAM,Mobile Food Service,08-05-2016,FSV31556
MjU5Nzgw,39 PHENIX AVENUE CRANSTON RI 02920,39 WEST,Seats - 50 or More,08-04-2016,FSV26641
NDE0OTEx,GREY SAIL CANAL ROOM WESTERLY RI 02891,STONE FACE OVENS,Mobile Food Service,08-04-2016,FSV31562
MjQ0Njgw,54 EXETER ROAD EXETER RI 02822,CANONICUS CAMP AND CONFERENCE CENTER,Food Service (Non-Profit),08-02-2016,FSV02607
MjY1Njc3,406 A MAIN ST WAKEFIELD RI 02879,SWEET ALTHEAS,Food Processor Retail - In-State,08-02-2016,FPR03916
MzU4ODUx,1556 POST RD WARWICK RI 02888,CUMBERLAND FARMS,Cash Registers - 3-5 ,08-02-2016,MRK08713
NDE0NjA1,802 ATWELLS AVE PROVIDENCE RI 02909,CASA MEXICO,Mobile Food Service,07-31-2016,FSV31549
MjQ5MzA5,7 INDUSTRIAL ROAD CRANSTON RI 029206796,LINCOLN PACKING LLC,Wholesale,07-28-2016,WMP00019
MjQ2OTIx,1750 DIAMOND HILL WOONSOCKET RI 02895,PAPA GINOS NO 405,Seats - 50 or More,07-27-2016,FSV13464
NDE0OTMw,362 HARRIS AVENUE WOONSOCKET RI 02895,KENTASTIC CAKES,Food Processor Retail - In-State,07-27-2016,FPR04664
MjUwNTM4,STATION STREET  POLE 21 COVENTRY RI 02816,FOSTER MEMORIAL PARK,Food Service (Non-Profit),07-26-2016,FSV20825
MjY1OTc1,60 WOOD ST COVENTRY RI 02816,CAGNEY FOOD SERVICE,Seats -  Less than 50,07-26-2016,FSV30121
NDE1MTAy,535 DEXTER ST CENTRAL FALLS RI 02863,STANLEYS FAMOUS HAMBURGERS,Mobile Food Service,07-24-2016,FSV32433
MjY1NTQz,101 LAKELAND RD CRANSTON RI 02910,ELWOODS DOG HOUSE,Mobile Food Service,07-23-2016,FSV29917
MjY2MTQw,115 STAFFORD TIVERTON RI 02878,MACRAYS SEAFOOD II,Mobile Food Service,07-23-2016,FSV30211
NDEzODI5,2 INDIGO FARM RD HARRISVILLE RI 02830,SOULFULL,Mobile Food Service,07-23-2016,FSV31018
NDEzNDkz,21 LINDA AVE PORTSMOUTH RI 02871,HAWAIIAN JIMS SHAVE ICE AND CO II,Mobile Food Service,07-22-2016,FSV30795
MjQzODQw,1126 HARTFORD AVENUE JOHNSTON RI 02919,TRI COUNTY COMMUNITY ACTION AGENCY,Food Service (Non-Profit),07-21-2016,FSV19526
MjQ1MzA5,HERBERT F PAINE MEMORIAL FIELD COVENTRY RI 02816,COVENTRY BABE RUTH LEAGUE,Food Service (Non-Profit),07-21-2016,FSV05531
MjY1OTcx,1277 MAIN ST COVENTRY RI 02816,CAGNEY FOOD SERVICE,Seats -  Less than 50,07-21-2016,FSV30144
MjYzNjQ5,30 BROOKDALE ST CUMBERLAND RI 02864,KONA ICE CUMBERLAND RI,Mobile Food Service,07-17-2016,FSV28886
NDE0ODIx,528-532 LONSDALE AVE PAWTUCKET RI 02860,MONTE CARA,Mobile Food Service,07-17-2016,FSV31634
NDE0Njc3,95 PERRIN AVE PAWTUCKET RI 02861,SUMMERS DELIGHT,Mobile Food Service,07-15-2016,FSV32116
MjYwMTE4,267 MAIN STREET PAWTUCKET RI 02860,PLOUFFE'S QUALITY CATERING,Mobile Food Service,07-12-2016,FSV26956
MjQzNDI0,61 CAMP YAWGOOG ROAD HOPKINTON RI 02873,CAMP YAWGOOG-SANDY BEACH,Food Service (Non-Profit),07-11-2016,FSV01913
MjQzNDQ1, CAMP YAWGOOG  HOPKINTON RI 02873,CAMP YAWGOOG-THREE POINT,Food Service (Non-Profit),07-11-2016,FSV01915
MjM5OTg0,2071 PLAINFIELD PIKE JOHNSTON RI 02919,FAMOUS PIZZA,Seats -  Less than 50,07-07-2016,FSV15037
MjQ2MzIy,MAIN KITCHEN PAWTUCKET RI 02860,BOYS & GIRLS CLUB OF PAWTUCKET,Food Service (Non-Profit),07-07-2016,FSV11064
MjU4Njg5,762 HOPE STREET PROVIDENCE RI 02906,RISTORANTE PIZZICO,Caterer or Commissary,07-07-2016,FSV25935
MjQ0NTMz,197 PROVIDENCE STREET WEST WARWICK RI 028932504,VFW POST 449,Seats - 50 or More,07-06-2016,FSV02067
MjQ5MDYw,11 MINER RD NORTH KINGSTOWN RI 02874,BOYS AND GIRLS CLUB OF NEWPORT COUNTY AT CAMP GROSVENOR,"Resort, Lodging, Camp (Non-Profit)",07-06-2016,REC00504
MjYzNTA4,329 WATERMAN AVE SMITHFIELD RI 02917,COACHS PUB,Seats - 50 or More,07-06-2016,FSV29066
MjY0NDEx,NO 12 WARWICK RI 02886,DOLLAR TREE NO 5217,Cash Registers - 3-5 ,07-06-2016,MRK08352
MjY1OTQ1,522 BROAD STREET 1ST FL PROVIDENCE RI 02907,SALY SUPER SNACK,Mobile Food Service,07-01-2016,FSV30077
NDE0ODA3,522 BROAD ST 1ST FLOOR PROVIDENCE RI 02907,SALY SUPER SNACK NO 2,Mobile Food Service,07-01-2016,FSV31508
MjYyNDgy,747 AQUIDNECK AVE MIDDLETOWN RI 02842,NEW SEA SHAI,Seats - 50 or More,04-26-2018,FSV28445
MjYzMDA3,650 BALD HILL RD WARWICK RI 02886,SUBWAY,Seats -  Less than 50,04-26-2018,FSV28539
MjY0MDA4,195 MINERAL SPRING AVE PAWTUCKET RI 02860,MILLICENT AFRICAN MARKET,Cash Registers - 1-2,04-26-2018,MRK08270
MjY1Mzg3,117 NO. MAIN ST PROVIDENCE RI 02903,MUSE PAINTBAR,Seats - 50 or More,04-26-2018,FSV30093
MjY1OTU4,103 ACADEMY AVE PROVIDENCE RI 02908,AR KEVIN MARKET LLC,Cash Registers - 1-2,04-26-2018,MRK08518
NDE0ODEx,1533 CHALKSTONE AVE PROVIDENCE RI 02909,THE RESCUE PUB,Seats - 50 or More,07-01-2016,FSV31880
MjYzNjE3,78 PEARL ST PROVIDENCE RI 02905,AMORE ESPRESSO AND GELLATO BAR INC,Seats -  Less than 50,06-30-2016,FSV29060
NDE0ODAx,KING PHILLIP LITTLE LEAGUE BRISTOL RI 02809,KING PHILIP LITTLE LEAGUE,Food Service (Non-Profit),06-29-2016,FSV31510
MjQxMTcy,311 METACOM AVENUE WARREN RI 02885,PERELLAS RISTORANTE,Mobile Food Service,06-25-2016,FSV16861
MjUyNDA2,30 TEN ROD ROAD NORTH KINGSTOWN RI 02852,"INSIDE SCOOP, THE",Mobile Food Service,06-25-2016,FSV21957
NDE0Nzkw,1074 HOPE ST PROVIDENCE RI 02906,THREE SISTERS TRUCK,Mobile Food Service,06-24-2016,FSV31514
MjQ0NTIz,100 LOMBARDI LANE WEST WARWICK RI 02893,MIDVILLE COUNTRY CLUB,Seats - 50 or More,06-23-2016,FSV02031
NDEzMjQ5,262 BROADWAY PROVIDENCE RI 02903,BAGEL EXPRESS ON BROADWAY,Seats -  Less than 50,06-23-2016,FSV31246
NDE0NzY3,688 SNAKE HILL RD NORTH SCITUATE RI 02857,IRONS HOMESTEAD,Food Service (Non-Profit),06-23-2016,FSV31699
NDE0NzI5,691 MAIN ST WARREN RI 02885,JUST ONE MORE,Food Processor Retail - In-State,06-22-2016,FPR04658
MjU0MjQ3,UNIT C NEWPORT RI 02840,BEN AND JERRY'S,Mobile Food Service,06-18-2016,FSV23404
NDE0Njgz,691 MAIN ST WARREN RI 02885,REDS,Food Processor Retail - In-State,06-16-2016,FPR04642
MjQ5NzAx,RT 2 AND ONE ARNOLD PLACE EXETER RI 02822,SCHARTNER FARMS,Cash Registers - 3-5 ,06-14-2016,MRK06063
MjUzNzk5,1001 MINERAL SPRING AVENUE NORTH PROVIDENCE RI 02904,BEST TASTE,Seats -  Less than 50,06-14-2016,FSV23295
MzU4NjM2,545 WOONASQUATUCKET AVE NORTH PROVIDENCE RI 02911,ALLENDALE BAPTIST CHURCH,Food Service (Non-Profit),06-14-2016,FSV31471
NDEzNzcz,410 KINGSTOWN RD RICHMOND RI 02812,DELS LEMONADE INC,Mobile Food Service,06-11-2016,FSV31387
MjQ5NDI0,113 GANO STREET PROVIDENCE RI 02906,CENTRAL MEAT MARKET,Wholesale,06-08-2016,WMP00638
MjYzNjM0,1 GREENVILLE ROAD NORTH SMITHFIELD RI 02896,BEEF BARN,Seats -  Less than 50,06-08-2016,FSV28860
MjQwMzk1,465 TIOGUE AVENUE COVENTRY RI 02816,DELS LEMONADE COVENTRY,Seats -  Less than 50,06-07-2016,FSV15742
MjQ1NjUw,DINING SERVICES SOUTH KINGSTOWN RI 02881,UNIVERSITY OF RHODE ISLAND,Food Service (Non-Profit),06-07-2016,FSV07812
MjUxNDcw,2150 SCITUATE AVENUE CRANSTON RI 02921,CONFREDA GREENHOUSES,Cash Registers - 3-5 ,06-07-2016,MRK06312
MjU3NTgy,1601 MINERAL SPRING AVE NORTH PROVIDENCE RI 02904,KENWOK,Seats - 50 or More,06-07-2016,FSV25307
MjY0NzAw,C/O BURGER SHACK SOUTH KINGSTOWN RI 02881,UMELT,Mobile Food Service,06-04-2016,FSV31452
MjQwMDgx,836 WARWICK NECK AVENUE WARWICK RI 02889,OUR LADY OF PROVIDENCE CENTER,Food Service (Non-Profit),06-03-2016,FSV15196
MjY0ODcz,721 RATHBUN ST BLACKSTONE MA 01504,THE BIG FREEZY LLC,Mobile Food Service,06-03-2016,FSV29626
NDE0NTgw,121 TARKLIN RD CHEPACHET RI 02814,DEES CATERING,Mobile Food Service,06-03-2016,FSV31447
MjYzOTg4,678 KILLINGLY ST UNIT J JOHNSTON RI 02919,CIARA RESTAURANT AND LOUNGE,Seats - 50 or More,06-02-2016,FSV29131
MjY0ODIx,659 HARTFORD PIKE NORTH SCITUATE RI 02857,HOWARDS CHOWDER SHACK,Seats -  Less than 50,06-02-2016,FSV29635
MjQxMTEy,40 NOTTINGHAM DRIVE SCITUATE RI 02831,RICCI CATERING,Mobile Food Service,06-01-2016,FSV16780
MjQ2Njk0,DYKE STREET PROVIDENCE RI 02907,STEVEN J'S QUALITY CATERNG,Mobile Food Service,06-01-2016,FSV13033
MjY0NTky,38 WATER ST EAST GREENWICH RI 02818,FINNS HARBORSIDE,Seats - 50 or More,06-01-2016,FSV29442
NDE0NjE2,OLD MOUNTAIN FIELD SOUTH KINGSTOWN RI 02879,OCEAN STATE WAVES INC,Food Service (Non-Profit),06-01-2016,FSV31425
MjQxNTE4,128 DIKE STREET PROVIDENCE RI 02908,FRED'S CATERING,Mobile Food Service,05-31-2016,FSV17250
MjQ1NTg0,55 CLARKSON STREET PROVIDENCE RI 02908,GOURMET MOBILE CATERING,Mobile Food Service,05-31-2016,FSV07383
MjYwNDQ0,1240 TOWERHILL ROAD NORTH KINGSTOWN RI 02852,REYNOLDS BARN,Milk Producer,05-31-2016,DAR02927
NDE0NTk0,780 RESERVOIR AVE CRANSTON RI 02910,FRENCHYS CAROUSEL CAFE,Mobile Food Service,05-31-2016,FSV31420
MjM4ODk4,445 HARTFORD AVE PROVIDENCE RI 02909,PANADERIA EL QUETZAL INC,Food Processor Wholesale - In-State,05-26-2016,FPR01704
NDE0NTg5,ROGER WILLIAMS PARK CAROUSEL PROVIDENCE RI 02905,FRENCHYS CAROUSEL CAFE,Seats -  Less than 50,05-26-2016,FSV31355
MjY1MDg4,2 WATSON AVE JAMESTOWN RI 02835,VILLAGE HEARTH BAKERY,Food Processor Retail - In-State,05-25-2016,FPR03707
NDE0NDYz,150 CONANICUS AVE JAMESTOWN RI 02835,BAY VOYAGE,Seats - 50 or More,05-25-2016,FSV31411
MjUwNjM0,560 KILLINGLY STREET-A & B JOHNSTON RI 02919,RED GINGER INC,Seats -  Less than 50,05-24-2016,FSV21446
MjYxNDI1,161 MATUNUCK SCHOOL HOUSE RD SOUTH KINGSTOWN RI 02879,BROWNING HOMESTEAD,Cash Registers - 1-2,05-23-2016,MRK07938
MjQwMjQ1,662 WEST SHORE ROAD WARWICK RI 02889,AMERICAN LEGION POST NO 43,Seats - 50 or More,05-19-2016,FSV01547
MjQ1ODcw,840 WEST SHORE ROAD WARWICK RI 02889,WARWICK MEMORIAL POST 272,Food Service (Non-Profit),05-19-2016,FSV09093
NDE0Njky,31 STATE ST BRISTOL RI 02809,STATESMAN TAVERN,Caterer or Commissary,05-17-2016,FSV31426
NDE0NjMy,111 KILVERT ST WARWICK RI 02886,DAVES MARKETPLACE,Food Warehouse,05-16-2016,FPR04639
MjY1NjMw,33 MARION ST BRISTOL CT 06010,BRADLEY TAFFY,Mobile Food Service,05-13-2016,FSV30107
MjY1OTQx,2643 HARTFORD AVE RTE 6 JOHNSTON RI 02919,CUMBERLAND FARMS INC,Cash Registers - 3-5 ,05-12-2016,MRK08507
MjYzMjY5,50 WATERFRONT DR WARWICK RI 02889,COUNTY CORK IRISH PUB,Seats - 50 or More,05-11-2016,FSV28692
MjU0NjYx,119 HIGH STREET WESTERLY RI 02891,"CHORUS OF WESTERLY, THE",Food Service (Non-Profit),05-09-2016,FSV23679
NDEzMjcw,NO 5 RIVERSIDE RI 02915,YAMA FUJI II INC,Seats -  Less than 50,04-26-2018,FSV30657
NDE0NzM5,200 MINERAL SPRING AVE PAWTUCKET RI 02860,ANTONIOS CAFE,Seats -  Less than 50,04-26-2018,FSV31751
NDE1MDM2,1449 MINERAL SPRING AVE NORTH PROVIDENCE RI 02904,ATHENS DINER,Seats - 50 or More,04-26-2018,FSV31730
NDE1MzEy,65 BROOKESIDE AVE  WEST WARWICK RI 02893,JCS BUTCHER SHOP,Retail,04-26-2018,WMP01297
NDE1MzEz,65 BROOKESIDE AVE WEST WARWICK RI 02893,JCS BUTCHER SHOP,Cash Registers - 1-2,04-26-2018,MRK09019
NDE0NDcw,1ST FLOOR WOONSOCKET RI 02895,NESSA SNACK SHOP,Mobile Food Service,05-06-2016,FSV31378
NDE0NTcw,83 STATE ST NARRAGANSETT RI 02882,WALRUS AND CARPENTER OYSTERS LLC,Caterer or Commissary,05-06-2016,FSV31371
MjUwMzg2,55 CLARKSON ST PROVIDENCE RI 02908,BONOLLO PROVISIONS CO,Wholesale,05-03-2016,WMP01259
NDE0Mzg5,401 CLINTON ST WOONSOCKET RI 02895,KOTO STEAK HOUSE,Seats - 50 or More,04-28-2016,FSV31351
MjQ1MjI3,52 UNDERWOOD LANE MIDDLETOWN RI 02842,GILBERT BURTON POST NO 4487,Food Service (Non-Profit),04-26-2016,FSV04225
MzU4NzMy,1526 SMITH ST NORTH PROVIDENCE RI 02911,CHENGS KITCHEN,Seats -  Less than 50,04-25-2016,FSV30442
NDE0NTUw,123 WILSON ST PROVIDENCE RI 02907,DORA ICE CREAM,Mobile Food Service,04-22-2016,FSV31330
MjU0MTc2,2050 WARWICK AVENUE WARWICK RI 02889,DEL'S LEMONADE,Seats -  Less than 50,04-20-2016,FSV23212
MjUxMzYz,301 MAIN STREET EAST GREENWICH RI 02818,CAFE FRESCO,Seats - 50 or More,04-19-2016,FSV21467
MjU3OTAy,5454 POST ROAD EAST GREENWICH RI 02818,MERITAGE RESTAURANT,Seats - 50 or More,04-15-2016,FSV25453
NDE0Mzg0,15-17 EXCHANGE ST PAWTUCKET RI 02860,MANGOS,Seats - 50 or More,04-13-2016,FSV31338
NDE0NDk1,331 ATWOOD AVE CRANSTON RI 02920,CAGNEY FOOD SERVICE AT ATWOOD MEMORIAL SOFTBALL FIELD,Seats -  Less than 50,04-13-2016,FSV31321
MjU2MzY2,409 ATWELLS AVENUE PROVIDENCE RI 02909,TAMMANY HALL PUB AND PARLOR,Seats -  Less than 50,04-11-2016,FSV24496
MjYzNzQ3,4 CODDINGTON HIGHWAY MIDDLETOWN RI 02842,YOUR KITCHEN COMPANION,Caterer or Commissary,04-11-2016,FSV29206
MjYxNzAx,SUITE 170 PROVIDENCE RI 02905,CVS PHARMACY NO 2293,Cash Registers - 3-5 ,04-07-2016,MRK07966
MjM5Mzg3,889 OAKLAND BEACH AVENUE WARWICK RI 02889,IGGYS DOUGHBOYS INC,Seats -  Less than 50,04-06-2016,FSV13874
MjYwOTgy,200 STONEHILL MARKETPLACE ON ATWOOD AVE JOHNSTON RI 02919,BJS WHOLESALE CLUB NO 208,Cash Registers - 6 or more ,04-05-2016,MRK07910
MjYzMDU4,2 TOWER STREET WESTERLY RI 02891,ELLAS FINE FOOD AND DRINK,Seats - 50 or More,04-05-2016,FSV28798
NDE0NDIz,263 WEBSTER AVE PROVIDENCE RI 02909,FRANK ICE CREAM,Mobile Food Service,04-01-2016,FSV31301
MjQ0MzMy,11 VENTURA STREET WEST WARWICK RI 02893,HOLY GHOST BROTHERHOOD SOCIETY,Food Service (Non-Profit),03-31-2016,FSV02000
MjY1MTM3,509 THAMES ST NEWPORT RI 02840,REVOLVING DOOR RESTAURANT,Seats -  Less than 50,03-28-2016,FSV29930
NDE0MjY2,1401 PLAINFIELD PK JOHNSTON RI 02919,JOHNSTON PETROIL,Cash Registers - 1-2,03-28-2016,MRK08817
NDE0NDEw,122 SAKONNET PT RD LITTLE COMPTON RI 02837,STONE HOUSE,Seats - 50 or More,03-28-2016,FSV31392
MjUxNDI5,309 LAUREL LANE SOUTH KINGSTOWN RI 02892,LAUREL LANE COUNTRY CLUB,Seats - 50 or More,03-24-2016,FSV22335
MjU2Mzc0,59 SOUTH COUNTY COMMON WAY UNITS 1 AND 2 SOUTH KINGSTOWN RI 02879,SHOGUN STEAK AND SEAFOOD HOUSE II,Seats - 50 or More,03-22-2016,FSV24660
MjYxODA1,10 TRAVERSE STREET PROVIDENCE RI 02903,ANGKOR RESTAURANT INC,Seats -  Less than 50,03-21-2016,FSV27913
NDE0Mzk5,167 BURNSIDE ST PROVIDENCE RI 02905,4 FIVE 6,Mobile Food Service,03-18-2016,FSV31279
MjUyMDA0,475 SANDY LANE WARWICK RI 028894336,WARWICK COLUMBUS CORPORATION,Food Service (Non-Profit),03-17-2016,FSV23020
MjYxOTE1,123 EMPIRE STREET PROVIDENCE RI 02903,BRAVO BRASSERIE,Caterer or Commissary,03-16-2016,FSV28122
NDE0Mzg3,PO BOX 27228 PROVIDENCE RI 02907,MR LEES MOBILE FOOD SERVICES,Mobile Food Service,03-11-2016,FSV31283
MzU4NjI0,28 CANDACE ST PROVIDENCE RI 02908,HOLY ORDER OF C AND S CHURCH,Food Service (Non-Profit),03-09-2016,FSV31203
MjQ2MTc5,434 MOUNT PLEASANT AVENUE PROVIDENCE RI 02908,HAROLD A BIRCH VOCATIONAL PROGRAM,Food Service (Non-Profit),03-01-2016,FSV10587
MjYzNTM0,ALL SAINTS MEMORIAL CHURCH PROVIDENCE RI 02903,CITY MEAL SITE INC,Food Service (Non-Profit),03-01-2016,FSV29085
MjY1Nzky,17 TRAVERS ST PROVIDENCE RI 02903,OUR LADY OF THE ROSARY FOOD PANTRY,Market (Non-Profit),03-01-2016,MRK08512
MjUyNzIy,38 DIKE STREET PROVIDENCE RI 02909,WES' RIB HOUSE,Caterer or Commissary,02-22-2016,FSV22332
NDE0MTE3,528 THAMES ST NEWPORT RI 02840,CAFE ZELDAS,Seats - 50 or More,02-22-2016,FSV31275
NDE0MjM1,35 SWISS ST PROVIDENCE RI 02909,FEDERAL HILL HOUSE ASSOCIATION,Food Service (Non-Profit),02-18-2016,FSV31243
MjYzNDEz,224 ATWELLS AVE PROVIDENCE RI 02903,ROCK AND RYE,Seats -  Less than 50,02-17-2016,FSV28785
MjY1MzMw,495 WASHINGTON ST COVENTRY RI 02816,GARDEN ZEN LLC,Seats - 50 or More,02-12-2016,FSV29882
MjY1Mjc5,91 OLD TOWER HILL RD WAKEFIELD RI 02879,KABUKI RESTAURANT AND LOUNGE,Seats - 50 or More,02-10-2016,FSV30083
MjUyNjM4,170 MAIN STREET NORTH KINGSTOWN RI 02852,GARDNERS WHARF SEAFOOD INC,Food Processor Wholesale - In-State,02-05-2016,FPR02606
MjU1MTY3,44 GREENVILLE AVENUE NORTH PROVIDENCE RI 02911,VETERANS RECREATION CLUB,Food Service (Non-Profit),02-03-2016,FSV24687
MjU4MTUz,95 CHURCH ST NEWPORT RI 02840,BOYS AND GIRLS CLUBS OF NEWPORT COUNTY AT CENTRAL CLUBHOUSE,Food Service (Non-Profit),01-28-2016,FSV26753
MjY1ODg4,448 HOPE ST BRISTOL RI 02809,BRISTOL OYSTER BAR,Seats -  Less than 50,01-28-2016,FSV30410
MjQ3OTc1,682 MATUNUCK BEACH ROAD SOUTH KINGSTOWN RI 02879,SEAVIEW MARKETPLACE,Cash Registers - 1-2,01-27-2016,MRK05757
MjY1ODg3,1622 MINERAL SPRING AVE NORTH PROVIDENCE RI 02904,MUNDO DE CIGAR,Seats -  Less than 50,01-26-2016,FSV30145
