id,mapAddress,name,License Type,Last Inspection Date,License Number
MjUzNTA1,2360 DIAMOND HILL ROAD CUMBERLAND RI 02864,J'S DELI,Caterer or Commissary,11-15-2017,FSV23030
MjU1MDAw,181 BELLEVUE AVENUE NEWPORT RI 02840,CVS PHARMACY NO 0355,Cash Registers - 6 or more ,11-15-2017,MRK06929
MjU3MzE5,UNIT 40 WESTERLY RI 02891,JOYCES EVERYDAY GOURMET,Seats -  Less than 50,11-15-2017,FSV25190
MjU3NjQx,1190 MAIN STREET RICHMOND RI 02898,FAMILY DOLLAR STORE 4799,Cash Registers - 1-2,11-15-2017,MRK07717
MjYxMjc2,265 HARBORSIDE BOULEVARD PROVIDENCE RI 02905,STARBUCKS AT JOHNSON AND WALES UNIVERSITY,Food Service (Non-Profit),11-15-2017,FSV27766
MjQ1MDE0,270 THAMES STREET NEWPORT RI 02840,ONE PELHAM EAST,Seats - 50 or More,05-15-2018,FSV03641
MjQ5ODUx,437 MAIN STREET WARREN RI 02885,RESTAURANT AND CAFE  THE,Seats - 50 or More,05-15-2018,FSV20630
MjUzODYz,17 KNOTTY OAK ROAD COVENTRY RI 02816,RICK-N-DEE'S RESTAURANT,Seats -  Less than 50,05-15-2018,FSV23034
MjU1NDE2,92 WATCH HILL ROAD WESTERLY RI 02891,THE COOKED GOOSE,Seats - 50 or More,05-15-2018,FSV23949
MjU4NzQ3,1236 MAIN STREET WEST WARWICK RI 02893,MATOS BAKERY INC,Food Processor Retail - In-State,05-15-2018,FPR03055
MjYyMTgy,1022 SOUTH BROADWAY EAST PROVIDENCE RI 02914,ZOES PIZZA AND SEAFOOD,Seats -  Less than 50,11-15-2017,FSV28127
MjYyNDIy,198 ATWELLS AVE PROVIDENCE RI 02903,NAMI JAPANESE RESTAURANT,Seats - 50 or More,11-15-2017,FSV29326
MjYyNTI0,15 CLARKSON ST PROVIDENCE RI 02908,THE CHILDRENS WORKSHOP,Seats - 50 or More,11-15-2017,FSV28500
MjYyOTc0,321 HARBORSIDE BLVD PROVIDENCE RI 02905,LIBERTY MARKET AT JWU,Market (Non-Profit),11-15-2017,MRK08207
MjYzMzcz,176 NARRAGANSETT AVE PROVIDENCE RI 02907,V-MART,Cash Registers - 1-2,11-15-2017,MRK08260
MjY0Mjc1,2378 MENDON ROAD CUMBERLAND RI 02864,EGGS UP FAMILY RESTAURANT,Seats - 50 or More,11-15-2017,FSV29295
MjY0OTM0,1500 BALD HILL RD WARWICK RI 02886,CHICK FIL A INC,Seats - 50 or More,11-15-2017,FSV30342
MzU5MTYz,49 OLNEYVILLE SQ PROVIDENCE RI 02909,KENNEDY FRIED CHICKEN,Seats -  Less than 50,11-15-2017,FSV30672
NDE0NjAx,655 COMMONWEALTH AVE WARWICK RI 02886,RHODE ISLAND RESIDENTIAL ASSISTED LIVING,Seats -  Less than 50,11-15-2017,FSV31734
MjQwNDQ0,61 POPLAR STREET NEWPORT RI 02840,ST JOHN THE EVANGELIST CHURCH,Food Service (Non-Profit),11-14-2017,FSV15813
MjQxNDMy,1073 RESERVOIR AVE CRANSTON RI 02910,SPAIN RESTAURANT CRANSTON,Seats - 50 or More,11-14-2017,FSV17159
MjQzMTEx,70 NAUSAUKET AVENUE WARWICK RI 02888,ROBERTSON ELEMENTARY SCHOOL,Food Service (Non-Profit),11-14-2017,FSV01883
MjQzMzUy,50 CHILD LANE WARWICK RI 02886,WICKES SCHOOL,Food Service (Non-Profit),11-14-2017,FSV01906
MjQzOTY4,25 BRAYTON AVENUE CRANSTON RI 02920,HOPE ALZHEIMERS CENTER,Food Service (Non-Profit),11-14-2017,FSV19646
MjQ0NTc2,50 GLADSTONE STREET CRANSTON RI 02920,GLADSTONE STREET SCHOOL,Food Service (Non-Profit),11-14-2017,FSV02242
MjQ1MzIy,2647 WEST SHORE ROAD WARWICK RI 02886,WHALEN SQUARE CAFE,Seats - 50 or More,11-14-2017,FSV05568
MjQ1MzQw,15 MAYBERRY STREET CRANSTON RI 02920,GEORGE PETERS SCHOOL,Food Service (Non-Profit),11-14-2017,FSV05673
MjQ1OTc0,995 PONTIAC AVENUE CRANSTON RI 02920,MICHELANGELOS,Seats -  Less than 50,11-14-2017,FSV09718
MjQ2MDk2,1150 NARRAGANSETT BOULEVARD PROVIDENCE RI 02905,HARBOR VIEW,Food Service (Non-Profit),11-14-2017,FSV10335
MjQ4MzEw,311 ATWELLS AVENUE PROVIDENCE RI 02903,TONYS COLONIAL FOOD INC,Cash Registers - 1-2,11-14-2017,MRK00953
MjUwNTg3,1028 TIOGUE AVENUE COVENTRY RI 02816,CHINA STAR,Seats -  Less than 50,11-14-2017,FSV21147
MjU0MjM0,171 OLD TOWER ROAD SOUTH KINGSTOWN RI 02879,HALS GARAGE & AUTOBODY,Cash Registers - 1-2,11-14-2017,MRK06872
MjU1MjI2,49 EXCHANGE STREET PAWTUCKET RI 02860,EXCHANGE ST CAFE,Seats -  Less than 50,11-14-2017,FSV23820
MjU4MjU4,232 BROADWAY NEWPORT RI 02840,CH CHARLES 5 AND 10 STORE,Cash Registers - 1-2,11-14-2017,MRK07464
MjU5Nzk5,52 PROVIDENCE STREET WEST WARWICK RI 02893,HOUSE OF WU RESTAURANT,Seats - 50 or More,11-14-2017,FSV26758
MjU5ODgw,44 BEACH ST NORTH KINGSTOWN RI 028520000,BEECHWOOD HOUSE SENIOR CENTER,Food Service (Non-Profit),11-14-2017,FSV27411
MjU5OTAy,649 NORTH MAIN STREET PROVIDENCE RI 02904,MCDONALDS,Seats -  Less than 50,11-14-2017,FSV26711
MjYxMTQw,995B PONTIAC AVE. CRANSTON RI 02920,CHEN GARDEN,Seats -  Less than 50,11-14-2017,FSV27507
MjYyMDgx,1 CHARLESTOWN ROAD CHARLESTOWN RI 02813,THE BREACHWAY GRILL,Seats -  Less than 50,11-14-2017,FSV28073
MjYyOTAy,385 COTTAGE ST PAWTUCKET RI 028611603,WALGREENS #13987,Cash Registers - 6 or more ,11-14-2017,MRK08135
NjEyMDMy,120 FORTIN RD KINGSTON RI 02881,GOLDEN JADE,Seats -  Less than 50,11-14-2017,FSV32496
MjUyOTY1,475 ATWOOD AVENUE CRANSTON RI 02920,SUBWAY,Seats -  Less than 50,11-10-2017,FSV22578
MjYxMDQ3,1441 ELMWOOD AVENUE CRANSTON RI 02910,OCEAN STATE JOB LOT,Cash Registers - 6 or more ,11-10-2017,MRK07921
MjY0Nzgz,1015 BOSTON NECK RD NARRAGANSETT RI 02882,COLBEA ENTERPRISES LLC SHELL NO 46,Food Processor Retail - In-State,11-10-2017,FPR03649
NjEyMzY4,691 MAIN ST WARREN RI 02885,BAKE ME AWAY,Food Processor Retail - In-State,11-10-2017,FPR04910
MjM5MTk1,860 NORTH QUIDNESSETT NORTH KINGSTOWN RI 02852,SCALABRINI VILLA,Seats - 50 or More,11-09-2017,FSV01111
MjM5NDg4,300 AVENGER DRIVE EAST GREENWICH RI 02818,EAST GREENWICH HIGH SCHOOL,Food Service (Non-Profit),11-09-2017,FSV14034
MjQyMjEy,1029 BROAD STREET PROVIDENCE RI 02905,PITO'S RESTAURANT,Seats -  Less than 50,11-09-2017,FSV17970
MjQ0MDY4,426 MAIN STREET PAWTUCKET RI 02860,NEW HORIZONS ADULT DAY CENTER,Food Service (Non-Profit),11-09-2017,FSV20830
MjQ0ODkx,200 PLEASANT VIEW AVENUE SMITHFIELD RI 02917,TONYS PIZZA PALACE,Seats - 50 or More,11-09-2017,FSV03224
MjQ1MzU3,420 MAIN STREET PAWTUCKET RI 02860,BLACKSTONE HEALTH INC,Food Service (Non-Profit),11-09-2017,FSV05752
MjQ2MjA0,235 TAUNTON AVENUE EAST PROVIDENCE RI 02914,DUNKIN DONUTS,Seats -  Less than 50,11-09-2017,FSV10653
MjQ2MjYw,39 STATE STREET WESTERLY RI 02891,WESTERLY SENIOR CENTER,Food Service (Non-Profit),11-09-2017,FSV10892
MjQ2Nzgy,123 ARMISTICE BOULEVARD PAWTUCKET RI 02860,DARLINGTON ASSISTED LIVING CENTER I,Seats -  Less than 50,11-09-2017,FSV13135
MjQ4Mjk0,1006 MAIN STREET HOPKINTON RI 02832,HACK AND LIVERY GENERAL STORE INC,Cash Registers - 1-2,11-09-2017,MRK00810
MjQ5OTc2,767 SOUTH MAIN STREET WARREN RI 02885,"DANIEL CHILD HOUSE ASSISTED LIVING, THE",Seats -  Less than 50,11-09-2017,FSV20706
MjU0NzQ0,3 FERRY WHARF JAMESTOWN RI 02835,SPINNAKER'S CAFE,Seats -  Less than 50,11-09-2017,FSV23556
MjU2MDky,469 BENEFIT STREET PAWTUCKET RI 02860,U SAVE GAS,Cash Registers - 1-2,11-09-2017,MRK07106
MjU2Mzc5,1111 CRANSTON STREET CRANSTON RI 02920,COFFEE BEAN EXPRESS,Seats -  Less than 50,11-09-2017,FSV24472
MjU3NTk3,41 WARWICK AVENUE CRANSTON RI 02905,AL MALL PIZZA AND MINI MART,Seats -  Less than 50,11-09-2017,FSV25903
MjYzNzIx,1117 MAIN ST WEST WARWICK RI 02893,YE EXPRESS,Seats -  Less than 50,05-15-2018,FSV29530
MjY0Mjcz,4 MIDWAY RD CRANSTON RI 02910,STARBUCKS COFFEE,Seats -  Less than 50,05-15-2018,FSV29594
MjY0NTU5,1754 MENDON ROAD CUMBERLAND RI 02864,MENDON ROAD GULF INC,Food Processor Retail - In-State,05-15-2018,FPR03518
NDEzMjQy,1027 CHARLES ST NORTH PROVIDENCE RI 02904,KOI PALACE,Seats - 50 or More,05-15-2018,FSV30735
NDEzMjg2,750 W SHORE RD WARWICK RI 02889,PAPIS TACOS,Seats -  Less than 50,05-15-2018,FSV30978
MjU5OTc4,1543 WESTMINSTER STREET PROVIDENCE RI 02909,LA PERLA FRUIT-MEAT MARKET,Cash Registers - 1-2,11-09-2017,MRK07714
MjYxNzg0,173 STATE STREET BRISTOL RI 02809,CVS PHARMACY NO 15003,Cash Registers - 3-5 ,11-09-2017,MRK07986
MjYzMjE2,1215 MAIN RD TIVERTON RI 02878,BROOKDALE SAKONNET BAY,Seats - 50 or More,11-09-2017,FSV28678
MzU4NDQ0,162 BROADWAY NEWPORT RI 02840,CALEB AND BROAD,Seats - 50 or More,11-09-2017,FSV30582
MzU4NzQ5,1070 BROAD ST PROVIDENCE RI 02905,MI SUENO DISCO RESTAURANT,Seats -  Less than 50,11-09-2017,FSV30534
MzU5MTI1,1481 BROAD ST PROVIDENCE RI 02905,MCDONALDS,Seats -  Less than 50,11-09-2017,FSV30986
NjEyMDY1,664 BULLOCKS PT AVE RIVERSIDE RI 02915,OUR PLACE II,Seats - 50 or More,11-09-2017,FSV32292
NjEyMjM1,74 S MAIN ST WOONSOCKET RI 02895,RIVER FALLS,Caterer or Commissary,11-09-2017,FSV32327
NjEyMzIx,323 RATHBUN ST WOONSOCKET RI 02895,NEW BEGINNINGS INC,Food Service (Non-Profit),11-09-2017,FSV32466
MjQwNTg2,60 EBEN BROWN LANE CENTRAL FALLS RI 02863,HARRIS HEALTH CARE NORTH,Seats -  Less than 50,11-08-2017,FSV16066
MjQ0OTg0,900 ARMISTICE BOULEVARD PAWTUCKET RI 02861,PAWTUCKET COUNTRY CLUB,Seats - 50 or More,11-08-2017,FSV03534
MjQ1Mjg0,UNITED TRACK GREYHOUND RACING LINCOLN RI 02865,TWIN RIVER,Seats - 50 or More,11-08-2017,FSV05349
MjQ5MzIy,62 DEPASQUALE AVE PROVIDENCE RI 02903,ANTONELLI POULTRY INC,Retail,11-08-2017,WMP00103
MjUyNTc4,110 NARRAGANSETT PARK DRIVE EAST PROVIDENCE RI 02916,DOLLAR TREE NO 2370,Cash Registers - 3-5 ,11-08-2017,MRK06529
MjU1NDM4,245 ATWELLS AVE PROVIDENCE RI 02903,ZOOMA BAR RISTORANTE,Seats - 50 or More,11-08-2017,FSV23928
MjYwNzY5,1035 BROAD STREET PROVIDENCE RI 02905,EL VECINO GROCERY STORE,Cash Registers - 1-2,11-08-2017,MRK07802
MjYyMDQ5,310 BROAD ST CENTRAL FALLS RI 02863,SUBWAY C F LLC,Seats -  Less than 50,11-08-2017,FSV28483
MjYyOTAz,676 CRANSTON ST PROVIDENCE RI 02907,INTERNATIONAL MEAT AND GROCERIES,Cash Registers - 1-2,11-08-2017,MRK08139
MjYzMTY1,82 WILLIAM ST NEWPORT RI 02840,THE NEWPORT SWEET SHOPPE,Seats -  Less than 50,11-08-2017,FSV28847
MjYzNTIz,20 GOODING AVE BRISTOL RI 02809,DESTINYS HOMETOWN DINER,Seats -  Less than 50,11-08-2017,FSV28850
MjY0NDky,90 HARTFORD PIKE NORTH SCITUATE RI 02857,VILLAGE TAVERN,Seats -  Less than 50,11-08-2017,FSV29729
MzU4OTY1,39 EDDIE DOWLING HWY NORTH SMITHFIELD RI 02896,TEXAS ROADHOUSE,Seats - 50 or More,11-08-2017,FSV30847
NDE0MDY4,740 OAK HILL RD NORTH KINGSTOWN RI 02852,SOUTH COUNTY NURSING AND REHABILITATION CENTER,Seats - 50 or More,11-08-2017,FSV31224
NDE0ODE1,671 BROADWAY PAWTUCKET RI 02860,EL MONTANERO RESTAURANT,Seats -  Less than 50,11-08-2017,FSV31511
NDE1MjY2,200 NARRAGANSETT PARK DR. RUMFORD RI 02916,EUREST DINING SERVICES AT HASBRO,Seats - 50 or More,11-08-2017,FSV31872
NjEyMzY0,593 KINGSTOWN RD WAKEFIELD RI 02879,NUTRITION DYNAMIX,Seats -  Less than 50,11-08-2017,FSV32468
MjM4Nzg4,UNIT A NEWPORT RI 02840,NEWPORT FUDGERY,Food Processor Retail - In-State,11-07-2017,FPR01244
MjQxMjI3,376 BULLOCKS POINT AVENUE EAST PROVIDENCE RI 02915,LEES RESTAURANT & LOUNGE,Seats - 50 or More,11-07-2017,FSV16927
MjQyMjQ5,UNIT C WARWICK RI 02889,PICASSOS PIZZA,Seats -  Less than 50,11-07-2017,FSV18006
MjQyNDgx,NINIGRET PARK CHARLESTOWN RI 02813,TOWN OF CHARLESTOWN/SR COMMUNITY CTR,Food Service (Non-Profit),11-07-2017,FSV18231
MjQyNjI5,70 DEBORAH ROAD WARWICK RI 02888,HOLLIMAN SCHOOL,Food Service (Non-Profit),11-07-2017,FSV01837
MjQzNTky,2820 EAST MAIN ROAD PORTSMOUTH RI 02871,BRADLEY HOSPITAL/SCHOOL,Food Service (Non-Profit),11-07-2017,FSV19292
MjQzNjU3,140 MAIN STREET BURRILLVILLE RI 02859,OLYMPIA FAMOUS PIZZA,Seats -  Less than 50,11-07-2017,FSV19355
MjQ0OTcz,35 MEMORIAL DRIVE PAWTUCKET RI 02860,ITALIAN DRAMATIC CLUB,Seats -  Less than 50,11-07-2017,FSV03486
MjQ1NDYy,25 ROBERTS WAY NORTH KINGSTOWN RI 02852,ROBERTS HEALTH CENTRE,Seats - 50 or More,11-07-2017,FSV06506
MjQ1NTkw,25 DANFORTH STREET PROVIDENCE RI 02908,SMITH HILL EARLY CHILDHOOD LEARNING CENTER,Food Service (Non-Profit),11-07-2017,FSV07425
MjQ1NjEy,278 THURBERS AVENUE PROVIDENCE RI 02905,ROGER WILLIAMS MIDDLE SCHOOL,Food Service (Non-Profit),11-07-2017,FSV07588
MjQ2OTA0,100 BORDEN STREET PROVIDENCE RI 02903,STEERE HOUSE NURSING AND REHABILITATION,Food Service (Non-Profit),11-07-2017,FSV13434
MjQ5OTUy,325 MAINTONOMO DRIVE WARWICK RI 02888,FRANCIS ELEMENTARY,Food Service (Non-Profit),11-07-2017,FSV20844
MjUxMjU4,37 PROVIDENCE PLACE PROVIDENCE RI 02903,POPEYES CHICKEN AND BISCUITS,Seats -  Less than 50,11-07-2017,FSV21511
MjUxNTIx,12 WEST ALUMNI AVENUE SOUTH KINGSTOWN RI 02881,URI CONVOCATION CENTER/MAIN COMMISSARY,Caterer or Commissary,11-07-2017,FSV21876
MjUyODUx,215 COLUMBIA STREET SOUTH KINGSTOWN RI 02879,SOUTH KINGSTOWN HIGH SCHOOL,Food Service (Non-Profit),11-07-2017,FSV22275
MjUzMTY4,649 BROAD STREET CENTRAL FALLS RI 02863,BLACKSTONE VALLEY ASSISTED LIVING,Seats -  Less than 50,11-07-2017,FSV22500
MjU1MTgy,2109 WARWICK AVENUE WARWICK RI 02889,SHOP SMART,Cash Registers - 1-2,11-07-2017,MRK07001
MjU3MTYw,375 ADELAIDE AVENUE PROVIDENCE RI 02907,DR. JORGE ALVAREZ HIGH SCHOOL,Food Service (Non-Profit),11-07-2017,FSV25474
MjU3MjUy,182 THURBERS AVENUE PROVIDENCE RI 02905,PAIS,Food Service (Non-Profit),11-07-2017,FSV25203
MjU3NjYz,609 SMITHFIELD AVENUE LINCOLN RI 02865,DRAGON VILLA RESTAURANT,Seats - 50 or More,11-07-2017,FSV25679
MjU4MDk3,42 LEXINGTON AVE PROVIDENCE RI 02907,HIGHLANDER CHARTER SCHOOL,Food Service (Non-Profit),11-07-2017,FSV25815
MjU4NzI0,2212 BROAD STREET CRANSTON RI 02905,RIM NAHM THAI CUISINE,Seats -  Less than 50,11-07-2017,FSV26024
MjYwMDI1,642 METACOM AVENUE WARREN RI 02885,WARREN SKILLED NURSING AND REHABILITATION,Seats - 50 or More,11-07-2017,FSV26803
NDEzODQ2,UNIT 18 WESTERLY RI 02891,GUYTANNOS INTERNATIONAL CAFE,Seats - 50 or More,05-15-2018,FSV31013
NDE0MDg1,142 BROAD ST PAWTUCKET RI 02860,OCEAN STATE INFORMATION CENTER,Cash Registers - 1-2,05-15-2018,MRK08783
NDE1MTc4,1270 MAIN STREET  WEST WARWICK RI 02893,CVS PHARMACY NO 397,Cash Registers - 3-5 ,05-15-2018,MRK08970
NDE1MjE4,805 OAKLAND BEACH AVE WARWICK RI 02889,BEACH CAFE,Seats -  Less than 50,05-15-2018,FSV31834
NjEyMTkw,259 FRONT ST NO 1 LINCOLN RI 02865,GREENWAY BISTRO,Seats - 50 or More,05-15-2018,FSV32439
MjYwNjQ0,46 PROVIDENCE PLACE PROVIDENCE RI 02903,CHARLEYS GRILLED SUBS,Seats -  Less than 50,11-07-2017,FSV27165
MjYxMTc3,71 SOUTH COUNTY COMMONS WAY SOUTH KINGSTOWN RI 02879,TRATTORIA ROMANA SOUTH,Seats - 50 or More,11-07-2017,FSV27723
MjYxODU4,544 ELMWOOD AVENUE PROVIDENCE RI 02907,PAUL CUFFEE SCHOOL HIGH SCHOOL,Food Service (Non-Profit),11-07-2017,FSV28056
MjYzMjY4,280 HAWKINS ST PROVIDENCE RI 02904,CAFE DE VIE CATERING,Caterer or Commissary,11-07-2017,FSV28714
MjY1MDk5,60 CAMDEN AVE PROVIDENCE RI 02908,CHILDRENS FRIEND AND SERVICE KIZIRIAN,Food Service (Non-Profit),11-07-2017,FSV30692
NjEyMTIy,175 EDDIE DOWLING HWY NORTH SMITHFIELD RI 02896,V M MOONLIGHT 2,Seats -  Less than 50,11-07-2017,FSV32305
NjEyMzY5,228 OAKLAND AVE PROVIDENCE RI 02908,GOLDEN CRUST PIZZA,Seats -  Less than 50,11-07-2017,FSV32459
MjQwODM1,612 ACADEMY AVENUE PROVIDENCE RI 02908,CHARTWELLS AT LASALLE ACADEMY,Seats - 50 or More,11-06-2017,FSV16433
MjQyMTE1,1370 MENDON ROAD CUMBERLAND RI 02864,EVERYBODYS FAVORITE FAMILY RESTAURANT,Seats -  Less than 50,11-06-2017,FSV17871
MjQ0Njgz,42 NOOSENECK HILL WEST GREENWICH RI 02817,COVENTRY/WEST GREENWICH ELKS LODGE NO 2285,Seats - 50 or More,11-06-2017,FSV02622
MjQ1NDEz,318 CHALKSTONE AVENUE PROVIDENCE RI 02908,FOXY LADY,Seats - 50 or More,11-06-2017,FSV06181
MjQ2OTE0,700 E GREENWICH AVE WEST WARWICK RI 02893,PAPA GINOS NO 418,Seats - 50 or More,11-06-2017,FSV13457
MjQ4NDEy,314 BROAD STREET PROVIDENCE RI 02907,MEKONG MARKET,Cash Registers - 1-2,11-06-2017,MRK02057
MjQ4NjQw,436 KNOTTY OAK ROAD COVENTRY RI 02816,CUMBERLAND FARMS NO 1250,Cash Registers - 1-2,11-06-2017,MRK03717
MjUzODMz,15 FOSTER DRIVE COVENTRY RI 02816,ALAN SHAWN FEINSTEIN MIDDLE SCHOOL,Food Service (Non-Profit),11-06-2017,FSV22982
MjU0MTM5,99 GOLDSMITH AVENUE EAST PROVIDENCE RI 02914,CITY VIEW DINING CENTER,Food Service (Non-Profit),11-06-2017,FSV24352
MjU0MTUx,243 SMITH STREET PROVIDENCE RI 02908,CARROLL TOWERS,Food Service (Non-Profit),11-06-2017,FSV23887
MjU3NDk4,1099 RESERVOIR AVENUE CRANSTON RI 02910,MCDONALDS RESTAURANT,Seats - 50 or More,11-06-2017,FSV25313
MjU4MDk0,UNIT 107 EXETER RI 02822,EFFIE FILIPPOUS TWISTED PIZZA,Seats -  Less than 50,11-06-2017,FSV25827
MjU5Njg3,875 TIOGUE AVENUE COVENTRY RI 02816,WALGREENS NO 11128,Cash Registers - 6 or more ,11-06-2017,MRK07655
MjYwMTk1,267 MAIN STREET PAWTUCKET RI 02860,PLOUFFES CUP AND SAUCER,Seats -  Less than 50,11-06-2017,FSV27129
MjYxMDYx,3755 MENDON ROAD CUMBERLAND RI 02864,ANDREWS BISTRO,Seats - 50 or More,11-06-2017,FSV27447
MjYxMTU0,199 CONNELL HIGHWAY NEWPORT RI 02840,FIVE GUYS BURGERS AND FRIES,Seats - 50 or More,11-06-2017,FSV27623
MjYxNjg3,9 COMMERCE DRIVE MIDDLETOWN RI 02842,COURTYARD MARRIOTT BISTRO,Seats -  Less than 50,11-06-2017,FSV27982
MjYxODE3,405 MENDON ROAD CUMBERLAND RI 02864,J GRAYS FAMILY TAVERN LLC,Seats - 50 or More,11-06-2017,FSV28028
MjYyMTUz,327 WARREN AVENUE EAST PROVIDENCE RI 02914,FOUR CORNER FOOD MART,Cash Registers - 1-2,11-06-2017,MRK08058
MjYyMTk5,877 WEST MAIN ROAD MIDDLETOWN RI 02842,CHINA STAR II,Seats -  Less than 50,11-06-2017,FSV28108
MjYyNTY0,446 PUTNAM PIKE SMITHFIELD RI 02828,APPLEBEE'S NEIGHBORHOOD GRILL AND BAR,Seats - 50 or More,11-06-2017,FSV28317
MjY0NDc4,390 OLD RIVER ROAD UNIT 3 MANVILLE RI 02838,THE COFFEE CUBBY,Seats -  Less than 50,11-06-2017,FSV29437
MjY1MTc5,18 KINGSTON RD WYOMING RI 02898,TOWN PIZZA II,Seats -  Less than 50,11-06-2017,FSV29836
MzU4Mjcx,335 PRAIRIE AVE PROVIDENCE RI 02905,WALGREENS NO 15538,Cash Registers - 6 or more ,11-06-2017,MRK08546
NDEzOTI3,710 BROADWAY PAWTUCKET RI 02860,LADIES STORE,Cash Registers - 1-2,11-06-2017,MRK08806
NDE0NDg4,977 MANTON AVE PROVIDENCE RI 02909,CALIFORNIA TACO SHOP 3,Seats -  Less than 50,11-06-2017,FSV31320
NjExNjky,193 FOREST AVE MIDDLETOWN RI 02842,ROYAL MIDDLETOWN NURSING CENTER LLC,Seats - 50 or More,11-06-2017,FSV32028
NjExNzEz,191 FOREST AVE MIDDLETOWN RI 02842,FOREST FARM ASSISTED LIVING,Seats - 50 or More,11-06-2017,FSV32142
NjExNzY1,47 CONANICUS RD JAMESTOWN RI 02835,VIN OLIVA,Cash Registers - 1-2,11-06-2017,MRK09097
MjQxNDA1,1776 CRANSTON ST CRANSTON RI 02920,HONG KONG BUFFET INC,Seats - 50 or More,11-03-2017,FSV17132
MjQ2MTkw,9 BEACHMONT AVENUE CRANSTON RI 02905,CHESTER W BARROWS SCHOOL,Food Service (Non-Profit),11-03-2017,FSV10601
MjQ2NDE0,862 MAIN STREET HOPKINTON RI 02832,MA & PAS COUNTRY COOKING,Caterer or Commissary,11-03-2017,FSV12086
MjYwMDM4,15 OAK AVENUE EAST PROVIDENCE RI 02915,RIVERSIDE CONGREGATIONAL CHURCH,Food Service (Non-Profit),11-03-2017,FSV26997
MjYzMTM1,11 OLNEYVILLE SQUARE PROVIDENCE RI 02909,JUSTINES,Seats -  Less than 50,11-03-2017,FSV29309
MjY1Nzgz,345 PROVIDENCE ST WARWICK RI 02886,SUBWAY,Seats -  Less than 50,11-03-2017,FSV30314
NjEyMTU3,704 CRANSTON ST PROVIDENCE RI 02909,LIFE STYLE,Seats -  Less than 50,11-03-2017,FSV32465
NjEyMjk1,55 CROMWELL ST PROVIDENCE RI 02907,LELA DELIGHTS,Food Processor Retail - In-State,11-03-2017,FPR04902
MjM5MzYy,STUDENT UNION BARRINGTON RI 02806,ST ANDREWS SCHOOL,Seats -  Less than 50,11-02-2017,FSV13829
MjM5NDg0,23 GREENVILLE AVENUE JOHNSTON RI 02919,JJ'S COLISEUM,Seats -  Less than 50,11-02-2017,FSV14030
MjQwMTEw,1980 WARWICK AVENUE WARWICK RI 02889,TWO GUYS FROM ITALY,Seats -  Less than 50,11-02-2017,FSV01526
MjQwMjMx,200 SOUTH BEND STREET PAWTUCKET RI 02860,RIGHT SPOT RESTAURANT INC,Seats -  Less than 50,11-02-2017,FSV15451
MjQxMzk0,FIRST AVENUE EAST GREENWICH RI 02818,ELDREDGE SCHOOL,Food Service (Non-Profit),11-02-2017,FSV01712
MjQxNDYy,1100 FRENCHTOWN ROAD EAST GREENWICH RI 02818,FRENCHTOWN SCHOOL,Food Service (Non-Profit),11-02-2017,FSV01719
NjEyNDE1,1252 BROAD ST CENTRAL FALLS RI 02863,EL RANCHO,Seats -  Less than 50,05-15-2018,FSV32523
NjEyNDky,485 ANGELL STREET PROVIDENCE RI 02906,MERCERS DELICATESSEN,Seats -  Less than 50,05-15-2018,FSV32683
NjYyODAw,8 BOWENS WHARF NEWPORT RI 02840,ANCHOR TOFFEE,Cash Registers - 1-2,05-15-2018,MRK09210
NjYyODIx,27 CONNELL HWY NEWPORT RI 02840,KELLIES CAFE,Seats -  Less than 50,05-15-2018,FSV32747
NjYyODUx,514 BROAD ST CENTRAL FALLS RI 02863,NEW HONG KONG RESTAURANT,Seats -  Less than 50,05-15-2018,FSV32746
MjQyODg0,266 NORWOOD AVENUE WARWICK RI 02888,NORWOOD ELEMENTARY SCHOOL,Food Service (Non-Profit),11-02-2017,FSV01862
MjQyOTE2,383 OAKLAND BEACH AVENUE WARWICK RI 02889,OAKLAND BEACH ELEMENTARY,Food Service (Non-Profit),11-02-2017,FSV01865
MjQ0NDM4,901 JEFFERSON BOULEVARD WARWICK RI 02886,HOLIDAY INN EXPRESS HOTEL & SUITES,Seats - 50 or More,11-02-2017,FSV20104
MjQ0NzYx,11 HUNT STREET CENTRAL FALLS RI 02863,GARFIELD SOCIAL CLUB,Seats -  Less than 50,11-02-2017,FSV02859
MjQ0Nzc2,104 CLAY STREET CENTRAL FALLS RI 02863,MANSION NURSING AND REHAB CENTER,Seats - 50 or More,11-02-2017,FSV02898
MjQ1MTY0,7 CREEK LANE BRISTOL RI 02809,SILVER CREEK MANOR,Seats - 50 or More,11-02-2017,FSV04034
MjQ1MjU1,1 SAYERS WHARF NEWPORT RI 02840,MOORING THE,Seats - 50 or More,11-02-2017,FSV05112
MjQ2NDQw,63 FEDERAL ROAD BARRINGTON RI 02806,ST ANDREWS SCHOOL,Caterer or Commissary,11-02-2017,FSV12161
MjQ2OTM1,529 WARWICK AVENUE WARWICK RI 02889,EDDIES 529 CLUB INC,Seats -  Less than 50,11-02-2017,FSV13510
MjQ4MTI5,10 TURNPIKE AVE AT EAST MAIN RD PORTSMOUTH RI 02871,CVS PHARMACY  NO 2358,Cash Registers - 3-5 ,11-02-2017,MRK05913
MjQ5OTE4,562 YORK AVENUE PAWTUCKET RI 02861,B & M CLAMBAKE CO,Caterer or Commissary,11-02-2017,FSV20445
