Precinct Name,Precinct #,election,year,Total Votes,Election Day,Mail Ballots,Emergency,% - Mail,% - Turnout,turnout_rank
JOHNSTON 1608,1608,primary,2020,285,178,77,30.0,0.27017543859649124,0.1089866156787763,196.0
JOHNSTON 1609,1609,general,2012,1038,976,62,0.0,0.05973025048169557,0.6427244582043343,160.0
JOHNSTON 1609,1609,general,2014,829,772,57,0.0,0.06875753920386007,0.5036452004860267,114.0
JOHNSTON 1609,1609,general,2016,1090,984,106,0.0,0.09724770642201835,0.6363105662580268,163.0
JOHNSTON 1609,1609,general,2018,871,811,60,0.0,0.06888633754305395,0.5172209026128266,176.0
JOHNSTON 1609,1609,primary,2012,272,257,15,0.0,0.05514705882352941,0.16989381636477202,102.0
JOHNSTON 1609,1609,primary,2014,509,472,37,0.0,0.07269155206286837,0.31381011097410605,29.0
JOHNSTON 1609,1609,primary,2016,125,116,9,0.0,0.072,0.07467144563918758,221.0
JOHNSTON 1609,1609,primary,2020,287,146,119,22.0,0.4146341463414634,0.16343963553530752,103.0
JOHNSTON 1610,1610,general,2012,1590,1511,79,0.0,0.04968553459119497,0.607565915170042,221.0
JOHNSTON 1610,1610,general,2014,1219,1185,34,0.0,0.02789171452009844,0.4638508371385084,181.0
JOHNSTON 1610,1610,general,2016,1648,1572,76,0.0,0.04611650485436893,0.6128672368910376,211.0
JOHNSTON 1610,1610,general,2018,1340,1280,60,0.0,0.04477611940298507,0.5104761904761905,199.0
JOHNSTON 1610,1610,primary,2012,302,295,7,0.0,0.023178807947019868,0.11504761904761905,213.0
JOHNSTON 1610,1610,primary,2014,652,636,16,0.0,0.024539877300613498,0.2492354740061162,122.0
JOHNSTON 1610,1610,primary,2016,468,455,13,0.0,0.027777777777777776,0.17754172989377845,36.0
JOHNSTON 1610,1610,primary,2020,578,322,216,40.0,0.3737024221453287,0.21439169139465875,42.0
JOHNSTON 1611,1611,general,2012,836,793,43,0.0,0.05143540669856459,0.5813630041724618,253.0
JOHNSTON 1611,1611,general,2014,641,595,46,0.0,0.0717628705148206,0.4366485013623978,220.0
JOHNSTON 1611,1611,general,2016,868,822,46,0.0,0.052995391705069124,0.5888738127544098,251.0
JOHNSTON 1611,1611,general,2018,663,642,21,0.0,0.03167420814479638,0.4692144373673036,255.0
JOHNSTON 1611,1611,primary,2012,178,158,20,0.0,0.11235955056179775,0.12473721093202522,184.0
JOHNSTON 1611,1611,primary,2014,358,338,20,0.0,0.055865921787709494,0.24503764544832307,133.0
JOHNSTON 1611,1611,primary,2016,223,209,14,0.0,0.06278026905829596,0.15464632454923716,52.0
JOHNSTON 1611,1611,primary,2020,278,144,112,22.0,0.4028776978417266,0.1913282863041982,69.0
JOHNSTON 1612,1612,general,2012,964,919,45,0.0,0.046680497925311204,0.6300653594771242,180.0
JOHNSTON 1612,1612,general,2014,798,761,37,0.0,0.046365914786967416,0.52088772845953,86.0
JOHNSTON 1612,1612,general,2016,1001,940,61,0.0,0.060939060939060936,0.6379859783301466,156.0
JOHNSTON 1612,1612,general,2018,829,796,33,0.0,0.039806996381182146,0.5297124600638977,156.0
JOHNSTON 1612,1612,primary,2012,272,264,8,0.0,0.029411764705882353,0.17708333333333334,85.0
JOHNSTON 1612,1612,primary,2014,514,506,8,0.0,0.01556420233463035,0.3357282821685173,20.0
JOHNSTON 1612,1612,primary,2016,246,233,13,0.0,0.052845528455284556,0.1581993569131833,46.0
JOHNSTON 1612,1612,primary,2020,241,151,80,10.0,0.33195020746887965,0.15205047318611986,123.0
JOHNSTON 1613,1613,general,2012,1097,1042,55,0.0,0.05013673655423884,0.656493117893477,127.0
JOHNSTON 1613,1613,general,2014,892,858,34,0.0,0.03811659192825112,0.52316715542522,83.0
JOHNSTON 1613,1613,general,2016,1147,1084,63,0.0,0.05492589363557106,0.6626227614095899,102.0
JOHNSTON 1613,1613,general,2018,932,883,49,0.0,0.05257510729613734,0.5597597597597598,103.0
JOHNSTON 1613,1613,primary,2012,337,329,8,0.0,0.02373887240356083,0.20083432657926104,51.0
JOHNSTON 1613,1613,primary,2014,559,542,17,0.0,0.03041144901610018,0.3295990566037736,24.0
JOHNSTON 1613,1613,primary,2016,255,245,10,0.0,0.0392156862745098,0.1492100643651258,61.0
JOHNSTON 1613,1613,primary,2020,160,90,59,11.0,0.36875,0.09501187648456057,213.0
LINCOLN 1701,1701,general,2012,1912,1794,118,0.0,0.06171548117154812,0.70345842531273,39.0
LINCOLN 1701,1701,general,2014,1465,1414,51,0.0,0.0348122866894198,0.5169371912491179,91.0
LINCOLN 1701,1701,general,2016,2028,1840,188,0.0,0.09270216962524655,0.6893269884432359,44.0
LINCOLN 1701,1701,general,2018,1666,1590,76,0.0,0.04561824729891957,0.5626477541371159,98.0
LINCOLN 1701,1701,primary,2012,541,525,16,0.0,0.029574861367837338,0.2001479837217906,52.0
LINCOLN 1701,1701,primary,2014,702,687,15,0.0,0.021367521367521368,0.2498220640569395,120.0
LINCOLN 1701,1701,primary,2016,339,326,13,0.0,0.038348082595870206,0.11717939854821983,112.0
LINCOLN 1702,1702,general,2012,859,817,42,0.0,0.048894062863795114,0.6597542242703534,119.0
LINCOLN 1702,1702,general,2014,654,639,15,0.0,0.022935779816513763,0.4805290227773696,154.0
LINCOLN 1702,1702,general,2016,855,781,74,0.0,0.08654970760233918,0.6155507559395248,203.0
LINCOLN 1702,1702,general,2018,725,681,44,0.0,0.060689655172413794,0.5123674911660777,189.0
LINCOLN 1702,1702,primary,2012,230,223,7,0.0,0.030434782608695653,0.1780185758513932,83.0
LINCOLN 1702,1702,primary,2014,319,316,3,0.0,0.009404388714733543,0.23823749066467514,152.0
LINCOLN 1702,1702,primary,2016,109,103,6,0.0,0.05504587155963303,0.08014705882352942,201.0
LINCOLN 1703,1703,general,2012,1194,1163,31,0.0,0.025963149078726967,0.5740384615384615,261.0
LINCOLN 1703,1703,general,2014,845,831,14,0.0,0.016568047337278107,0.38725939505041246,289.0
LINCOLN 1703,1703,general,2016,1252,1178,74,0.0,0.05910543130990415,0.5604297224709042,282.0
LINCOLN 1703,1703,general,2018,941,910,31,0.0,0.03294367693942614,0.42216240466576943,300.0
LINCOLN 1703,1703,primary,2012,343,329,14,0.0,0.04081632653061224,0.16723549488054607,107.0
LINCOLN 1703,1703,primary,2014,365,363,2,0.0,0.005479452054794521,0.16890328551596484,328.0
LINCOLN 1703,1703,primary,2016,113,109,4,0.0,0.035398230088495575,0.051598173515981734,303.0
LINCOLN 1704,1704,general,2012,1640,1568,72,0.0,0.04390243902439024,0.6433895645351118,158.0
LINCOLN 1704,1704,general,2014,1249,1213,36,0.0,0.028823058446757407,0.4745440729483283,165.0
LINCOLN 1704,1704,general,2016,1752,1643,109,0.0,0.062214611872146115,0.6308966510622974,174.0
LINCOLN 1704,1704,general,2018,1414,1348,66,0.0,0.04667609618104668,0.5106536655832431,197.0
LINCOLN 1704,1704,primary,2012,286,282,4,0.0,0.013986013986013986,0.11295418641390205,217.0
LINCOLN 1704,1704,primary,2014,597,589,8,0.0,0.01340033500837521,0.22935074913561276,180.0
LINCOLN 1704,1704,primary,2016,172,165,7,0.0,0.040697674418604654,0.06288848263254114,259.0
LINCOLN 1705,1705,general,2012,1242,1189,53,0.0,0.0426731078904992,0.6865671641791045,69.0
LINCOLN 1705,1705,general,2014,978,944,34,0.0,0.034764826175869123,0.5229946524064171,84.0
LINCOLN 1705,1705,general,2016,1269,1189,80,0.0,0.06304176516942474,0.6575129533678756,110.0
LINCOLN 1705,1705,general,2018,1029,980,49,0.0,0.047619047619047616,0.545021186440678,124.0
LINCOLN 1705,1705,primary,2012,243,241,2,0.0,0.00823045267489712,0.13470066518847007,171.0
LINCOLN 1705,1705,primary,2014,466,458,8,0.0,0.017167381974248927,0.2517558076715289,113.0
LINCOLN 1705,1705,primary,2016,129,125,4,0.0,0.031007751937984496,0.06789473684210526,246.0
LINCOLN 1706,1706,general,2012,377,353,24,0.0,0.0636604774535809,0.7570281124497992,5.0
LINCOLN 1706,1706,general,2014,284,267,17,0.0,0.05985915492957746,0.5440613026819924,47.0
LINCOLN 1706,1706,general,2016,388,354,34,0.0,0.08762886597938144,0.7225325884543762,11.0
LINCOLN 1706,1706,general,2018,321,299,22,0.0,0.06853582554517133,0.5846994535519126,63.0
LINCOLN 1706,1706,primary,2012,55,53,2,0.0,0.03636363636363636,0.11178861788617886,222.0
LINCOLN 1706,1706,primary,2014,138,133,5,0.0,0.036231884057971016,0.26900584795321636,79.0
LINCOLN 1706,1706,primary,2016,37,36,1,0.0,0.02702702702702703,0.06994328922495274,237.0
LINCOLN 1707,1707,general,2012,384,372,12,0.0,0.03125,0.6368159203980099,167.0
LINCOLN 1707,1707,general,2014,280,277,3,0.0,0.010714285714285714,0.4582651391162029,188.0
LINCOLN 1707,1707,general,2016,387,370,17,0.0,0.04392764857881137,0.615262321144674,204.0
LINCOLN 1707,1707,general,2018,340,324,16,0.0,0.047058823529411764,0.5345911949685535,144.0
LINCOLN 1707,1707,primary,2012,60,60,0,0.0,0.0,0.10067114093959731,256.0
LINCOLN 1707,1707,primary,2014,155,155,0,0.0,0.0,0.2545155993431856,108.0
LINCOLN 1707,1707,primary,2016,42,42,0,0.0,0.0,0.06687898089171974,248.0
LINCOLN 1708,1708,general,2012,1571,1444,127,0.0,0.08084022915340547,0.666242578456319,111.0
LINCOLN 1708,1708,general,2014,1215,1126,89,0.0,0.07325102880658436,0.5047777316161196,112.0
LINCOLN 1708,1708,general,2016,1663,1452,211,0.0,0.12687913409500903,0.6665330661322645,99.0
LINCOLN 1708,1708,general,2018,1376,1262,114,0.0,0.08284883720930232,0.5566343042071198,110.0
LINCOLN 1708,1708,primary,2012,285,274,11,0.0,0.03859649122807018,0.12169086251067464,194.0
LINCOLN 1708,1708,primary,2014,646,620,26,0.0,0.04024767801857585,0.27154266498528795,73.0
LINCOLN 1708,1708,primary,2016,195,187,8,0.0,0.041025641025641026,0.07926829268292683,205.0
LINCOLN 1709,1709,general,2012,619,585,34,0.0,0.05492730210016155,0.6794731064763996,79.0
LINCOLN 1709,1709,general,2014,475,450,25,0.0,0.05263157894736842,0.5,118.0
LINCOLN 1709,1709,general,2016,659,596,63,0.0,0.09559939301972686,0.6710794297352343,83.0
LINCOLN 1709,1709,general,2018,513,481,32,0.0,0.06237816764132553,0.5197568389057751,169.0
LINCOLN 1709,1709,primary,2012,120,116,4,0.0,0.03333333333333333,0.13590033975084936,167.0
LINCOLN 1709,1709,primary,2014,225,220,5,0.0,0.022222222222222223,0.2403846153846154,146.0
LINCOLN 1709,1709,primary,2016,58,54,4,0.0,0.06896551724137931,0.06111696522655427,267.0
LINCOLN 1710,1710,general,2012,604,582,22,0.0,0.03642384105960265,0.6494623655913978,145.0
LINCOLN 1710,1710,general,2014,446,428,18,0.0,0.04035874439461883,0.4665271966527197,172.0
LINCOLN 1710,1710,general,2016,588,550,38,0.0,0.06462585034013606,0.599388379204893,234.0
LINCOLN 1710,1710,general,2018,466,446,20,0.0,0.04291845493562232,0.4716599190283401,250.0
LINCOLN 1710,1710,primary,2012,95,95,0,0.0,0.0,0.10259179265658748,251.0
LINCOLN 1710,1710,primary,2014,210,201,9,0.0,0.04285714285714286,0.22411953041622198,194.0
LINCOLN 1710,1710,primary,2016,43,43,0,0.0,0.0,0.0446521287642783,335.0
LINCOLN 1711,1711,general,2012,591,575,16,0.0,0.02707275803722504,0.5688161693936478,270.0
LINCOLN 1711,1711,general,2014,430,423,7,0.0,0.01627906976744186,0.41069723018147086,254.0
LINCOLN 1711,1711,general,2016,614,587,27,0.0,0.043973941368078175,0.5551537070524413,286.0
LINCOLN 1711,1711,general,2018,481,466,15,0.0,0.031185031185031187,0.4219298245614035,301.0
LINCOLN 1711,1711,primary,2012,83,81,2,0.0,0.024096385542168676,0.08161258603736479,306.0
LINCOLN 1711,1711,primary,2014,185,181,4,0.0,0.021621621621621623,0.17996108949416342,299.0
LINCOLN 1711,1711,primary,2016,23,23,0,0.0,0.0,0.02102376599634369,404.0
LITTLE COMPTON 1801,1801,general,2012,2160,1975,185,0.0,0.08564814814814815,0.6999351911860013,48.0
LITTLE COMPTON 1801,1801,general,2014,1668,1567,101,0.0,0.0605515587529976,0.5344440884331945,63.0
LITTLE COMPTON 1801,1801,general,2016,2209,1958,251,0.0,0.1136260751471254,0.689020586400499,45.0
LITTLE COMPTON 1801,1801,general,2018,1973,1804,169,0.0,0.08565636087176888,0.5969742813918305,40.0
LITTLE COMPTON 1801,1801,primary,2012,206,197,9,0.0,0.043689320388349516,0.06668824862415021,345.0
LITTLE COMPTON 1801,1801,primary,2014,680,659,21,0.0,0.030882352941176472,0.22013596633214633,201.0
LITTLE COMPTON 1801,1801,primary,2016,276,266,10,0.0,0.036231884057971016,0.08742477035159962,178.0
LITTLE COMPTON 1801,1801,primary,2020,565,233,238,94.0,0.42123893805309737,0.213449187759728,44.0
MIDDLETOWN 1901,1901,general,2012,1226,1130,96,0.0,0.07830342577487764,0.740785498489426,9.0
MIDDLETOWN 1901,1901,general,2014,996,945,51,0.0,0.05120481927710843,0.5953377166766288,9.0
MIDDLETOWN 1901,1901,general,2016,1264,1102,162,0.0,0.1281645569620253,0.7243553008595989,10.0
MIDDLETOWN 1901,1901,general,2018,1102,990,112,0.0,0.10163339382940109,0.6139275766016713,26.0
MIDDLETOWN 1901,1901,primary,2012,124,120,4,0.0,0.03225806451612903,0.07584097859327217,321.0
MIDDLETOWN 1901,1901,primary,2014,375,362,13,0.0,0.034666666666666665,0.22549609140108237,189.0
MIDDLETOWN 1901,1901,primary,2016,241,233,8,0.0,0.03319502074688797,0.14126611957796015,73.0
MIDDLETOWN 1902,1902,general,2012,1469,1350,119,0.0,0.08100748808713411,0.6537605696484201,130.0
MIDDLETOWN 1902,1902,general,2014,1200,1125,75,0.0,0.0625,0.5298013245033113,70.0
MIDDLETOWN 1902,1902,general,2016,1510,1263,247,0.0,0.16357615894039734,0.6705150976909414,85.0
MIDDLETOWN 1902,1902,general,2018,1245,1089,156,0.0,0.12530120481927712,0.5615696887686062,99.0
MIDDLETOWN 1902,1902,primary,2012,137,130,7,0.0,0.051094890510948905,0.060970182465509566,361.0
MIDDLETOWN 1902,1902,primary,2014,405,391,14,0.0,0.0345679012345679,0.1803205699020481,298.0
MIDDLETOWN 1902,1902,primary,2016,221,209,12,0.0,0.05429864253393665,0.09892569382273948,147.0
MIDDLETOWN 1902,1902,primary,2020,542,217,271,54.0,0.5,0.16227544910179642,107.0
MIDDLETOWN 1903,1903,general,2012,1261,1116,145,0.0,0.11498810467882632,0.6700318809776833,98.0
MIDDLETOWN 1903,1903,general,2014,1000,892,108,0.0,0.108,0.5091649694501018,106.0
MIDDLETOWN 1903,1903,general,2016,1350,1141,209,0.0,0.15481481481481482,0.6572541382667965,111.0
MIDDLETOWN 1903,1903,general,2018,1111,964,147,0.0,0.1323132313231323,0.5333653384541527,149.0
MIDDLETOWN 1903,1903,primary,2012,163,140,23,0.0,0.1411042944785276,0.08853883758826725,284.0
MIDDLETOWN 1903,1903,primary,2014,378,336,42,0.0,0.1111111111111111,0.19575349559813568,262.0
MIDDLETOWN 1903,1903,primary,2016,123,103,20,0.0,0.16260162601626016,0.061871227364185113,265.0
MIDDLETOWN 1904,1904,general,2012,1805,1644,161,0.0,0.08919667590027701,0.6008655126498003,229.0
MIDDLETOWN 1904,1904,general,2014,1280,1181,99,0.0,0.07734375,0.40365815200252286,267.0
MIDDLETOWN 1904,1904,general,2016,1953,1680,273,0.0,0.13978494623655913,0.6040828951438293,225.0
MIDDLETOWN 1904,1904,general,2018,1546,1358,188,0.0,0.12160413971539456,0.463568215892054,264.0
MIDDLETOWN 1904,1904,primary,2012,157,147,10,0.0,0.06369426751592357,0.05270224907687143,381.0
MIDDLETOWN 1904,1904,primary,2014,408,386,22,0.0,0.05392156862745098,0.12940057088487156,388.0
MIDDLETOWN 1904,1904,primary,2016,138,121,17,0.0,0.12318840579710146,0.043865225683407505,337.0
MIDDLETOWN 1904,1904,primary,2020,589,169,372,48.0,0.631578947368421,0.12174452252997106,177.0
MIDDLETOWN 1905,1905,general,2012,1297,1193,104,0.0,0.08018504240555127,0.6379734382685687,165.0
MIDDLETOWN 1905,1905,general,2014,981,931,50,0.0,0.0509683995922528,0.4510344827586207,200.0
MIDDLETOWN 1905,1905,general,2016,1397,1198,199,0.0,0.14244810307802433,0.6143359718557607,206.0
MIDDLETOWN 1905,1905,general,2018,1174,1030,144,0.0,0.12265758091993186,0.49957446808510636,214.0
MIDDLETOWN 1905,1905,primary,2012,114,108,6,0.0,0.05263157894736842,0.056240749876665025,375.0
MIDDLETOWN 1905,1905,primary,2014,342,321,21,0.0,0.06140350877192982,0.15840666975451598,352.0
MIDDLETOWN 1905,1905,primary,2016,134,122,12,0.0,0.08955223880597014,0.06149609912804038,266.0
NARRAGANSETT 2001,2001,general,2012,209,190,19,0.0,0.09090909090909091,0.6966666666666667,56.0
NARRAGANSETT 2001,2001,general,2014,186,174,12,0.0,0.06451612903225806,0.5849056603773585,17.0
NARRAGANSETT 2001,2001,general,2016,217,189,28,0.0,0.12903225806451613,0.6676923076923077,96.0
NARRAGANSETT 2001,2001,general,2018,195,169,26,0.0,0.13333333333333333,0.6310679611650486,17.0
NARRAGANSETT 2001,2001,primary,2012,45,45,0,0.0,0.0,0.15254237288135594,132.0
NARRAGANSETT 2001,2001,primary,2014,103,100,3,0.0,0.02912621359223301,0.33225806451612905,23.0
NARRAGANSETT 2001,2001,primary,2016,62,61,1,0.0,0.016129032258064516,0.19135802469135801,31.0
NARRAGANSETT 2001,2001,primary,2020,120,64,41,15.0,0.3416666666666667,0.37037037037037035,4.0
NARRAGANSETT 2002,2002,general,2012,1939,1812,127,0.0,0.06549767921609077,0.6674698795180722,105.0
NARRAGANSETT 2002,2002,general,2014,1555,1499,56,0.0,0.0360128617363344,0.5296321525885559,71.0
NARRAGANSETT 2002,2002,general,2016,2050,1860,190,0.0,0.09268292682926829,0.6699346405228758,87.0
NARRAGANSETT 2002,2002,general,2018,1762,1603,159,0.0,0.09023836549375709,0.5778943916038045,72.0
NARRAGANSETT 2002,2002,primary,2012,428,416,12,0.0,0.028037383177570093,0.14773904038660685,145.0
NARRAGANSETT 2002,2002,primary,2014,702,683,19,0.0,0.027065527065527065,0.24057573680603153,144.0
NARRAGANSETT 2002,2002,primary,2016,458,455,3,0.0,0.006550218340611353,0.15185676392572944,56.0
NARRAGANSETT 2002,2002,primary,2020,760,342,317,101.0,0.41710526315789476,0.2540956201939151,19.0
NARRAGANSETT 2003,2003,general,2012,1822,1695,127,0.0,0.06970362239297476,0.6321998612074948,176.0
NARRAGANSETT 2003,2003,general,2014,1447,1378,69,0.0,0.04768486523842433,0.49810671256454386,128.0
NARRAGANSETT 2003,2003,general,2016,1939,1762,177,0.0,0.09128416709644147,0.632626427406199,171.0
NARRAGANSETT 2003,2003,general,2018,1765,1631,134,0.0,0.07592067988668555,0.5657051282051282,93.0
NARRAGANSETT 2003,2003,primary,2012,472,458,14,0.0,0.029661016949152543,0.16532399299474607,110.0
NARRAGANSETT 2003,2003,primary,2014,743,734,9,0.0,0.012113055181695828,0.25780707841776546,96.0
NARRAGANSETT 2003,2003,primary,2016,452,442,10,0.0,0.022123893805309734,0.1502659574468085,60.0
NARRAGANSETT 2003,2003,primary,2020,693,328,275,90.0,0.3968253968253968,0.2252193695157621,32.0
NARRAGANSETT 2004,2004,general,2012,1875,1733,142,0.0,0.07573333333333333,0.6432246998284734,159.0
NARRAGANSETT 2004,2004,general,2014,1551,1443,108,0.0,0.06963249516441006,0.5211693548387096,85.0
NARRAGANSETT 2004,2004,general,2016,1972,1735,237,0.0,0.12018255578093306,0.6373626373626373,159.0
NARRAGANSETT 2004,2004,general,2018,1740,1576,164,0.0,0.09425287356321839,0.5600257483102672,101.0
NARRAGANSETT 2004,2004,primary,2012,514,505,9,0.0,0.017509727626459144,0.17651098901098902,88.0
NARRAGANSETT 2004,2004,primary,2014,733,702,31,0.0,0.04229195088676671,0.24889643463497454,123.0
NARRAGANSETT 2004,2004,primary,2016,629,603,26,0.0,0.04133545310015898,0.20575727837749427,27.0
NARRAGANSETT 2004,2004,primary,2020,850,385,356,109.0,0.4188235294117647,0.2655420181193377,11.0
NARRAGANSETT 2005,2005,general,2012,1854,1710,144,0.0,0.07766990291262135,0.6384297520661157,164.0
NARRAGANSETT 2005,2005,general,2014,1443,1357,86,0.0,0.0595980595980596,0.49536560247167866,135.0
NARRAGANSETT 2005,2005,general,2016,1917,1676,241,0.0,0.12571726656233698,0.6362429472286757,165.0
NARRAGANSETT 2005,2005,general,2018,1672,1514,158,0.0,0.09449760765550239,0.5412754936872775,130.0
NARRAGANSETT 2005,2005,primary,2012,511,497,14,0.0,0.0273972602739726,0.1770003463803256,86.0
NARRAGANSETT 2005,2005,primary,2014,790,753,37,0.0,0.04683544303797468,0.2719449225473322,72.0
NARRAGANSETT 2005,2005,primary,2016,605,584,21,0.0,0.03471074380165289,0.2053632043448744,28.0
NARRAGANSETT 2005,2005,primary,2020,723,318,311,94.0,0.43015214384508993,0.23360258481421647,27.0
NEW SHOREHAM 2201,2201,general,2012,964,773,191,0.0,0.19813278008298754,0.6703755215577191,95.0
NEW SHOREHAM 2201,2201,general,2014,744,620,124,0.0,0.16666666666666666,0.5155925155925156,95.0
NEW SHOREHAM 2201,2201,general,2016,899,707,192,0.0,0.2135706340378198,0.6299929922915207,175.0
NEW SHOREHAM 2201,2201,general,2018,786,619,167,0.0,0.21246819338422393,0.5695652173913044,84.0
NEW SHOREHAM 2201,2201,primary,2012,76,72,4,0.0,0.05263157894736842,0.05303558967201675,380.0
NEW SHOREHAM 2201,2201,primary,2014,233,224,9,0.0,0.03862660944206009,0.16135734072022162,344.0
NEW SHOREHAM 2201,2201,primary,2016,54,53,1,0.0,0.018518518518518517,0.03805496828752643,350.0
NEW SHOREHAM 2201,2201,primary,2020,242,128,101,13.0,0.41735537190082644,0.17561683599419448,83.0
NEWPORT 2101,2101,general,2012,1014,939,75,0.0,0.07396449704142012,0.7263610315186246,20.0
NEWPORT 2101,2101,general,2014,891,837,54,0.0,0.06060606060606061,0.6346153846153846,5.0
NEWPORT 2101,2101,general,2016,1063,948,115,0.0,0.10818438381937912,0.7044400265076209,27.0
NEWPORT 2101,2101,general,2018,899,821,78,0.0,0.0867630700778643,0.5883507853403142,55.0
NEWPORT 2101,2101,primary,2012,215,208,7,0.0,0.03255813953488372,0.15434314429289303,127.0
NEWPORT 2101,2101,primary,2014,374,362,12,0.0,0.03208556149732621,0.2700361010830325,76.0
NEWPORT 2101,2101,primary,2016,96,92,4,0.0,0.041666666666666664,0.06584362139917696,250.0
NEWPORT 2101,2101,primary,2020,313,188,110,15.0,0.3514376996805112,0.20377604166666666,55.0
NEWPORT 2102,2102,general,2012,1967,1846,121,0.0,0.061514997458057954,0.5807499261883673,254.0
NEWPORT 2102,2102,general,2014,1644,1537,107,0.0,0.06508515815085159,0.4795799299883314,156.0
NEWPORT 2102,2102,general,2016,2032,1863,169,0.0,0.08316929133858268,0.5541314425961277,287.0
NEWPORT 2102,2102,general,2018,1425,1319,106,0.0,0.07438596491228071,0.4720105995362703,249.0
NEWPORT 2102,2102,primary,2012,413,397,16,0.0,0.0387409200968523,0.12383808095952024,186.0
NEWPORT 2102,2102,primary,2014,573,541,32,0.0,0.055846422338568937,0.16972748815165878,327.0
NEWPORT 2102,2102,primary,2016,160,152,8,0.0,0.05,0.04503236701379116,331.0
NEWPORT 2102,2102,primary,2020,521,271,215,35.0,0.4126679462571977,0.1306746927514422,154.0
NEWPORT 2103,2103,general,2012,616,580,36,0.0,0.05844155844155844,0.6776677667766776,83.0
NEWPORT 2103,2103,general,2014,511,486,25,0.0,0.04892367906066536,0.5646408839779006,33.0
NEWPORT 2103,2103,general,2016,644,579,65,0.0,0.10093167701863354,0.6518218623481782,133.0
NEWPORT 2103,2103,general,2018,544,514,30,0.0,0.05514705882352941,0.5456369107321966,123.0
NEWPORT 2103,2103,primary,2012,122,121,1,0.0,0.00819672131147541,0.13631284916201117,166.0
NEWPORT 2103,2103,primary,2014,203,196,7,0.0,0.034482758620689655,0.2248062015503876,192.0
NEWPORT 2103,2103,primary,2016,50,48,2,0.0,0.04,0.05181347150259067,299.0
NEWPORT 2103,2103,primary,2020,192,102,73,17.0,0.3802083333333333,0.19238476953907815,67.0
NEWPORT 2104,2104,general,2012,507,467,40,0.0,0.07889546351084813,0.6983471074380165,52.0
NEWPORT 2104,2104,general,2014,447,429,18,0.0,0.040268456375838924,0.637660485021398,4.0
NEWPORT 2104,2104,general,2016,493,441,52,0.0,0.10547667342799188,0.7176128093158661,12.0
NEWPORT 2104,2104,general,2018,438,397,41,0.0,0.09360730593607305,0.6160337552742616,23.0
NEWPORT 2104,2104,primary,2012,93,92,1,0.0,0.010752688172043012,0.12916666666666668,176.0
NEWPORT 2104,2104,primary,2014,239,233,6,0.0,0.02510460251046025,0.3468795355587808,17.0
NEWPORT 2104,2104,primary,2016,47,47,0,0.0,0.0,0.06911764705882353,243.0
NEWPORT 2104,2104,primary,2020,601,237,312,52.0,0.519134775374376,0.21494992846924177,41.0
NEWPORT 2105,2105,general,2012,1936,1710,226,0.0,0.11673553719008264,0.6219081272084805,199.0
NEWPORT 2105,2105,general,2014,1130,1034,96,0.0,0.08495575221238938,0.5747711088504578,25.0
NEWPORT 2105,2105,general,2016,1354,1167,187,0.0,0.138109305760709,0.6579203109815355,107.0
NEWPORT 2105,2105,general,2018,1147,1013,134,0.0,0.11682650392327812,0.5402731983042864,131.0
NEWPORT 2105,2105,primary,2012,313,285,28,0.0,0.08945686900958466,0.10109819121447028,255.0
NEWPORT 2105,2105,primary,2014,586,545,41,0.0,0.06996587030716724,0.3029989658738366,40.0
NEWPORT 2105,2105,primary,2016,133,126,7,0.0,0.05263157894736842,0.06636726546906188,249.0
NEWPORT 2106,2106,general,2012,1402,1239,163,0.0,0.11626248216833096,0.5822259136212624,252.0
NEWPORT 2106,2106,general,2014,1222,1101,121,0.0,0.09901800327332243,0.5264971994829815,78.0
NEWPORT 2106,2106,general,2016,1592,1300,292,0.0,0.18341708542713567,0.6146718146718146,205.0
NEWPORT 2106,2106,general,2018,1311,1128,183,0.0,0.13958810068649885,0.4960272417707151,217.0
NEWPORT 2106,2106,primary,2012,194,189,5,0.0,0.02577319587628866,0.08192567567567567,304.0
NEWPORT 2106,2106,primary,2014,534,495,39,0.0,0.07303370786516854,0.23421052631578948,168.0
NEWPORT 2106,2106,primary,2016,109,97,12,0.0,0.11009174311926606,0.04373996789727127,338.0
NEWPORT 2106,2106,primary,2020,490,255,209,26.0,0.42653061224489797,0.1882443334613907,71.0
NEWPORT 2107,2107,general,2012,1631,1463,168,0.0,0.10300429184549356,0.7045356371490281,35.0
NEWPORT 2107,2107,general,2014,1361,1237,124,0.0,0.09110947832476121,0.6158371040723982,6.0
NEWPORT 2107,2107,general,2016,1587,1375,212,0.0,0.13358538122243227,0.6828743545611016,55.0
NEWPORT 2107,2107,general,2018,1359,1213,146,0.0,0.10743193524650478,0.583011583011583,65.0
NEWPORT 2107,2107,primary,2012,247,222,25,0.0,0.10121457489878542,0.10762527233115468,235.0
NEWPORT 2107,2107,primary,2014,668,634,34,0.0,0.05089820359281437,0.3079760258183495,33.0
NEWPORT 2107,2107,primary,2016,97,88,9,0.0,0.09278350515463918,0.04290137107474569,340.0
NEWPORT 2107,2107,primary,2020,675,410,218,47.0,0.32296296296296295,0.2840909090909091,8.0
NEWPORT 2108,2108,general,2014,540,498,42,0.0,0.07777777777777778,0.5142857142857142,98.0
NEWPORT 2108,2108,general,2016,739,626,113,0.0,0.15290933694181327,0.6268023748939779,184.0
