defensiveZoneFaceoffLosses,defensiveZoneFaceoffWins,defensiveZoneFaceoffs,evFaceoffs,evFaceoffsLost,evFaceoffsWon,faceoffWinPct,gameDate,gameId,gamesPlayed,homeRoad,lastName,neutralZoneFaceoffLosses,neutralZoneFaceoffWins,neutralZoneFaceoffs,offensiveZoneFaceoffLosses,offensiveZoneFaceoffWins,offensiveZoneFaceoffs,opponentTeamAbbrev,playerId,positionCode,ppFaceoffs,ppFaceoffsLost,ppFaceoffsWon,shFaceoffs,shFaceoffsLost,shFaceoffsWon,skaterFullName,teamAbbrev,totalFaceoffLosses,totalFaceoffWins,totalFaceoffs,game_type
2.0,2.0,4.0,10,4,6,0.42857,2018-11-16,2018020286,1,R,Bergeron,5.0,2.0,7.0,1.0,2.0,3.0,DAL,8470638,C,2,2,0,2,2,0,Patrice Bergeron,BOS,8,6,14,2
4.0,3.0,7.0,13,4,9,0.625,2019-02-06,2018020822,1,R,Bergeron,0.0,5.0,5.0,2.0,2.0,4.0,NYR,8470638,C,2,1,1,1,1,0,Patrice Bergeron,BOS,6,10,16,2
2.0,1.0,3.0,9,4,5,0.61111,2019-03-25,2018021172,1,R,Bergeron,3.0,4.0,7.0,2.0,6.0,8.0,TBL,8470638,C,6,2,4,3,1,2,Patrice Bergeron,BOS,7,11,18,2
5.0,3.0,8.0,13,7,6,0.54545,2019-03-10,2018021062,1,R,Bergeron,2.0,2.0,4.0,3.0,7.0,10.0,PIT,8470638,C,6,2,4,3,1,2,Patrice Bergeron,BOS,10,12,22,2
2.0,1.0,3.0,7,2,5,0.66666,2019-02-28,2018020984,1,H,Bergeron,1.0,1.0,2.0,1.0,6.0,7.0,TBL,8470638,C,3,1,2,2,1,1,Patrice Bergeron,BOS,4,8,12,2
6.0,2.0,8.0,16,11,5,0.3913,2019-03-12,2018021074,1,R,Bergeron,3.0,1.0,4.0,5.0,6.0,11.0,CBJ,8470638,C,6,3,3,1,0,1,Patrice Bergeron,BOS,14,9,23,2
0.0,5.0,5.0,12,3,9,0.75,2019-01-17,2018020726,1,H,Bergeron,2.0,3.0,5.0,2.0,4.0,6.0,STL,8470638,C,3,1,2,1,0,1,Patrice Bergeron,BOS,4,12,16,2
3.0,0.0,3.0,19,8,11,0.62962,2019-01-19,2018020742,1,H,Bergeron,2.0,7.0,9.0,5.0,10.0,15.0,NYR,8470638,C,7,1,6,1,1,0,Patrice Bergeron,BOS,10,17,27,2
2.0,2.0,4.0,6,3,3,0.38461,2019-05-29,2018030412,1,H,Bergeron,1.0,2.0,3.0,5.0,1.0,6.0,STL,8470638,C,4,3,1,3,2,1,Patrice Bergeron,BOS,8,5,13,3
3.0,5.0,8.0,9,2,7,0.66666,2019-05-02,2018030214,1,R,Bergeron,2.0,3.0,5.0,2.0,6.0,8.0,CBJ,8470638,C,7,2,5,5,3,2,Patrice Bergeron,BOS,7,14,21,3
2.0,2.0,4.0,15,9,6,0.47619,2019-05-16,2018030314,1,R,Bergeron,4.0,3.0,7.0,5.0,5.0,10.0,CAR,8470638,C,4,2,2,2,0,2,Patrice Bergeron,BOS,11,10,21,3
0.0,1.0,1.0,8,6,2,0.30769,2019-04-13,2018030122,1,H,Bergeron,3.0,1.0,4.0,6.0,2.0,8.0,TOR,8470638,C,4,2,2,1,1,0,Patrice Bergeron,BOS,9,4,13,3
5.0,3.0,8.0,23,11,12,0.59259,2019-04-11,2018030121,1,H,Bergeron,3.0,2.0,5.0,3.0,11.0,14.0,TOR,8470638,C,4,0,4,0,0,0,Patrice Bergeron,BOS,11,16,27,3
1.0,11.0,12.0,20,4,16,0.76923,2019-04-27,2018030212,1,H,Bergeron,2.0,2.0,4.0,3.0,7.0,10.0,CBJ,8470638,C,2,0,2,4,2,2,Patrice Bergeron,BOS,6,20,26,3
1.0,2.0,3.0,18,4,14,0.75,2019-04-30,2018030213,1,R,Bergeron,1.0,7.0,8.0,3.0,6.0,9.0,CBJ,8470638,C,1,1,0,1,0,1,Patrice Bergeron,BOS,5,15,20,3
2.0,7.0,9.0,16,6,10,0.63636,2019-06-03,2018030414,1,R,Bergeron,2.0,4.0,6.0,4.0,3.0,7.0,STL,8470638,C,2,2,0,4,0,4,Patrice Bergeron,BOS,8,14,22,3
3.0,2.0,5.0,16,7,9,0.55555,2019-06-12,2018030417,1,H,Bergeron,2.0,1.0,3.0,3.0,7.0,10.0,STL,8470638,C,2,1,1,0,0,0,Patrice Bergeron,BOS,8,10,18,3
2.0,3.0,5.0,11,6,5,0.5,2019-04-25,2018030211,1,H,Bergeron,5.0,3.0,8.0,3.0,4.0,7.0,CBJ,8470638,C,9,4,5,0,0,0,Patrice Bergeron,BOS,10,10,20,3
3.0,2.0,5.0,13,7,6,0.57894,2019-06-01,2018030413,1,R,Bergeron,3.0,5.0,8.0,2.0,4.0,6.0,STL,8470638,C,5,1,4,1,0,1,Patrice Bergeron,BOS,8,11,19,3
1.0,1.0,2.0,4,2,2,0.5,2019-05-12,2018030312,1,H,Bergeron,2.0,1.0,3.0,1.0,2.0,3.0,CAR,8470638,C,2,1,1,2,1,1,Patrice Bergeron,BOS,4,4,8,3
3.0,3.0,6.0,15,5,10,0.73913,2019-04-21,2018030126,1,R,Bergeron,2.0,4.0,6.0,1.0,10.0,11.0,TOR,8470638,C,5,0,5,3,1,2,Patrice Bergeron,BOS,6,17,23,3
1.0,3.0,4.0,19,7,12,0.6,2019-06-06,2018030415,1,H,Bergeron,3.0,2.0,5.0,6.0,10.0,16.0,STL,8470638,C,6,3,3,0,0,0,Patrice Bergeron,BOS,10,15,25,3
3.0,5.0,8.0,14,6,8,0.60714,2019-05-14,2018030313,1,R,Bergeron,5.0,4.0,9.0,3.0,8.0,11.0,CAR,8470638,C,8,3,5,6,2,4,Patrice Bergeron,BOS,11,17,28,3
2.0,9.0,11.0,23,7,16,0.72413,2019-04-19,2018030125,1,H,Bergeron,1.0,4.0,5.0,5.0,8.0,13.0,TOR,8470638,C,4,1,3,2,0,2,Patrice Bergeron,BOS,8,21,29,3
2.0,2.0,4.0,12,1,11,0.7,2019-05-27,2018030411,1,H,Bergeron,2.0,4.0,6.0,2.0,8.0,10.0,STL,8470638,C,6,3,3,2,2,0,Patrice Bergeron,BOS,6,14,20,3
2.0,0.0,2.0,6,4,2,0.4,2019-05-09,2018030311,1,H,Bergeron,3.0,0.0,3.0,4.0,6.0,10.0,CAR,8470638,C,6,2,4,3,3,0,Patrice Bergeron,BOS,9,6,15,3
4.0,4.0,8.0,19,7,12,0.6,2019-04-23,2018030127,1,H,Bergeron,3.0,6.0,9.0,1.0,2.0,3.0,TOR,8470638,C,0,0,0,1,1,0,Patrice Bergeron,BOS,8,12,20,3
5.0,1.0,6.0,11,5,6,0.44444,2019-06-09,2018030416,1,R,Bergeron,1.0,3.0,4.0,4.0,4.0,8.0,STL,8470638,C,2,1,1,5,4,1,Patrice Bergeron,BOS,10,8,18,3
1.0,4.0,5.0,18,4,14,0.72727,2019-04-17,2018030124,1,R,Bergeron,4.0,7.0,11.0,1.0,5.0,6.0,TOR,8470638,C,3,1,2,1,1,0,Patrice Bergeron,BOS,6,16,22,3
5.0,5.0,10.0,17,7,10,0.56521,2019-05-04,2018030215,1,H,Bergeron,2.0,2.0,4.0,3.0,6.0,9.0,CBJ,8470638,C,4,1,3,2,2,0,Patrice Bergeron,BOS,10,13,23,3
8.0,4.0,12.0,19,11,8,0.4,2019-05-06,2018030216,1,R,Bergeron,6.0,4.0,10.0,1.0,2.0,3.0,CBJ,8470638,C,1,0,1,5,4,1,Patrice Bergeron,BOS,15,10,25,3
2.0,1.0,3.0,19,11,8,0.48,2019-04-15,2018030123,1,R,Bergeron,3.0,2.0,5.0,8.0,9.0,17.0,TOR,8470638,C,3,1,2,3,1,2,Patrice Bergeron,BOS,13,12,25,3
5.0,3.0,8.0,14,6,8,0.61904,2020-01-21,2019020761,1,H,Bergeron,0.0,6.0,6.0,3.0,4.0,7.0,VGK,8470638,C,4,0,4,3,2,1,Patrice Bergeron,BOS,8,13,21,2
2.0,1.0,3.0,8,4,4,0.66666,2019-10-12,2019020064,1,H,Bergeron,1.0,4.0,5.0,2.0,5.0,7.0,NJD,8470638,C,5,0,5,2,1,1,Patrice Bergeron,BOS,5,10,15,2
5.0,2.0,7.0,21,9,12,0.51851,2019-11-15,2019020294,1,R,Bergeron,4.0,4.0,8.0,4.0,8.0,12.0,TOR,8470638,C,5,3,2,1,1,0,Patrice Bergeron,BOS,13,14,27,2
3.0,3.0,6.0,15,9,6,0.43478,2019-12-31,2019020613,1,R,Bergeron,4.0,4.0,8.0,6.0,3.0,9.0,NJD,8470638,C,3,2,1,5,2,3,Patrice Bergeron,BOS,13,10,23,2
2.0,4.0,6.0,9,3,6,0.6875,2020-01-02,2019020627,1,H,Bergeron,2.0,1.0,3.0,1.0,6.0,7.0,CBJ,8470638,C,2,0,2,5,2,3,Patrice Bergeron,BOS,5,11,16,2
1.0,2.0,3.0,14,4,10,0.75,2019-12-19,2019020538,1,H,Bergeron,0.0,6.0,6.0,5.0,10.0,15.0,NYI,8470638,C,8,1,7,2,1,1,Patrice Bergeron,BOS,6,18,24,2
1.0,8.0,9.0,23,3,20,0.77777,2020-02-25,2019020968,1,H,Bergeron,2.0,2.0,4.0,3.0,11.0,14.0,CGY,8470638,C,2,2,0,2,1,1,Patrice Bergeron,BOS,6,21,27,2
0.0,9.0,9.0,13,6,7,0.71428,2020-01-07,2019020671,1,R,Bergeron,5.0,4.0,9.0,3.0,7.0,10.0,NSH,8470638,C,8,2,6,7,0,7,Patrice Bergeron,BOS,8,20,28,2
3.0,7.0,10.0,13,9,4,0.42105,2019-10-05,2019020027,1,R,Bergeron,4.0,1.0,5.0,4.0,0.0,4.0,ARI,8470638,C,2,2,0,4,0,4,Patrice Bergeron,BOS,11,8,19,2
0.0,4.0,4.0,14,3,11,0.7647,2020-03-03,2019021019,1,R,Bergeron,2.0,5.0,7.0,2.0,4.0,6.0,TBL,8470638,C,3,1,2,0,0,0,Patrice Bergeron,BOS,4,13,17,2
2.0,4.0,6.0,15,5,10,0.54166,2019-10-14,2019020078,1,H,Bergeron,1.0,3.0,4.0,8.0,6.0,14.0,ANA,8470638,C,5,3,2,4,3,1,Patrice Bergeron,BOS,11,13,24,2
6.0,5.0,11.0,19,10,9,0.48,2019-11-04,2019020220,1,H,Bergeron,4.0,4.0,8.0,3.0,3.0,6.0,PIT,8470638,C,5,3,2,1,0,1,Patrice Bergeron,BOS,13,12,25,2
1.0,5.0,6.0,16,4,12,0.75,2019-10-27,2019020174,1,R,Bergeron,1.0,5.0,6.0,3.0,5.0,8.0,NYR,8470638,C,3,1,2,1,0,1,Patrice Bergeron,BOS,5,15,20,2
3.0,4.0,7.0,17,8,9,0.58333,2020-01-09,2019020678,1,H,Bergeron,5.0,5.0,10.0,2.0,5.0,7.0,WPG,8470638,C,6,2,4,1,0,1,Patrice Bergeron,BOS,10,14,24,2
2.0,4.0,6.0,11,4,7,0.68421,2019-11-02,2019020206,1,H,Bergeron,1.0,3.0,4.0,3.0,6.0,9.0,OTT,8470638,C,4,1,3,4,1,3,Patrice Bergeron,BOS,6,13,19,2
1.0,2.0,3.0,10,3,7,0.66666,2020-02-16,2019020907,1,R,Bergeron,2.0,4.0,6.0,3.0,6.0,9.0,NYR,8470638,C,6,2,4,2,1,1,Patrice Bergeron,BOS,6,12,18,2
2.0,3.0,5.0,16,9,7,0.45454,2020-01-04,2019020641,1,H,Bergeron,3.0,1.0,4.0,7.0,6.0,13.0,EDM,8470638,C,4,2,2,2,1,1,Patrice Bergeron,BOS,12,10,22,2
5.0,0.0,5.0,20,9,11,0.5,2019-10-17,2019020098,1,H,Bergeron,2.0,4.0,6.0,7.0,10.0,17.0,TBL,8470638,C,6,3,3,2,2,0,Patrice Bergeron,BOS,14,14,28,2
0.0,3.0,3.0,19,6,13,0.68421,2020-02-21,2019020945,1,R,Bergeron,1.0,6.0,7.0,5.0,4.0,9.0,CGY,8470638,C,0,0,0,0,0,0,Patrice Bergeron,BOS,6,13,19,2
1.0,4.0,5.0,17,6,11,0.56521,2020-01-11,2019020694,1,R,Bergeron,1.0,3.0,4.0,8.0,6.0,14.0,NYI,8470638,C,5,4,1,1,0,1,Patrice Bergeron,BOS,10,13,23,2
4.0,6.0,10.0,21,7,14,0.64,2019-12-27,2019020582,1,R,Bergeron,3.0,2.0,5.0,2.0,8.0,10.0,BUF,8470638,C,4,2,2,0,0,0,Patrice Bergeron,BOS,9,16,25,2
2.0,4.0,6.0,18,9,9,0.58333,2019-10-22,2019020133,1,H,Bergeron,5.0,2.0,7.0,3.0,8.0,11.0,TOR,8470638,C,2,0,2,4,1,3,Patrice Bergeron,BOS,10,14,24,2
3.0,5.0,8.0,9,4,5,0.55555,2020-02-01,2019020801,1,R,Bergeron,3.0,1.0,4.0,2.0,4.0,6.0,MIN,8470638,C,4,1,3,5,3,2,Patrice Bergeron,BOS,8,10,18,2
2.0,6.0,8.0,17,7,10,0.54545,2019-11-10,2019020267,1,H,Bergeron,3.0,2.0,5.0,5.0,4.0,9.0,PHI,8470638,C,3,1,2,2,2,0,Patrice Bergeron,BOS,10,12,22,2
4.0,2.0,6.0,12,9,3,0.35,2019-11-12,2019020272,1,H,Bergeron,3.0,2.0,5.0,6.0,3.0,9.0,FLA,8470638,C,4,1,3,4,3,1,Patrice Bergeron,BOS,13,7,20,2
1.0,2.0,3.0,13,4,9,0.65,2019-11-08,2019020248,1,R,Bergeron,3.0,5.0,8.0,3.0,6.0,9.0,DET,8470638,C,4,2,2,3,1,2,Patrice Bergeron,BOS,7,13,20,2
1.0,3.0,4.0,20,11,9,0.5,2019-11-05,2019020224,1,R,Bergeron,6.0,1.0,7.0,4.0,7.0,11.0,MTL,8470638,C,2,0,2,0,0,0,Patrice Bergeron,BOS,11,11,22,2
0.0,3.0,3.0,10,2,8,0.6875,2019-12-23,2019020571,1,H,Bergeron,2.0,5.0,7.0,3.0,3.0,6.0,WSH,8470638,C,5,3,2,1,0,1,Patrice Bergeron,BOS,5,11,16,2
2.0,2.0,4.0,14,4,10,0.63157,2020-02-27,2019020984,1,H,Bergeron,4.0,5.0,9.0,1.0,5.0,6.0,DAL,8470638,C,2,0,2,3,3,0,Patrice Bergeron,BOS,7,12,19,2
4.0,4.0,8.0,10,5,5,0.42857,2020-03-10,2019021073,1,R,Bergeron,3.0,1.0,4.0,1.0,1.0,2.0,PHI,8470638,C,3,2,1,1,1,0,Patrice Bergeron,BOS,8,6,14,2
4.0,3.0,7.0,15,7,8,0.58333,2020-03-05,2019021035,1,R,Bergeron,2.0,4.0,6.0,4.0,7.0,11.0,FLA,8470638,C,6,1,5,3,2,1,Patrice Bergeron,BOS,10,14,24,2
3.0,9.0,12.0,17,4,13,0.66666,2019-12-14,2019020508,1,R,Bergeron,3.0,6.0,9.0,3.0,3.0,6.0,FLA,8470638,C,5,3,2,5,2,3,Patrice Bergeron,BOS,9,18,27,2
1.0,0.0,1.0,21,9,12,0.56,2019-10-10,2019020056,1,R,Bergeron,1.0,8.0,9.0,9.0,6.0,15.0,COL,8470638,C,3,1,2,1,1,0,Patrice Bergeron,BOS,11,14,25,2
1.0,2.0,3.0,9,5,4,0.5,2020-02-22,2019020956,1,R,Bergeron,3.0,1.0,4.0,3.0,4.0,7.0,VAN,8470638,C,4,2,2,1,0,1,Patrice Bergeron,BOS,7,7,14,2
5.0,2.0,7.0,13,4,9,0.55,2019-11-23,2019020351,1,H,Bergeron,2.0,3.0,5.0,2.0,6.0,8.0,MIN,8470638,C,3,1,2,4,4,0,Patrice Bergeron,BOS,9,11,20,2
3.0,2.0,5.0,14,9,5,0.4,2019-10-03,2019020010,1,R,Bergeron,3.0,3.0,6.0,6.0,3.0,9.0,DAL,8470638,C,4,2,2,2,1,1,Patrice Bergeron,BOS,12,8,20,2
3.0,2.0,5.0,8,3,5,0.5,2019-10-26,2019020162,1,H,Bergeron,1.0,1.0,2.0,6.0,7.0,13.0,STL,8470638,C,8,5,3,4,2,2,Patrice Bergeron,BOS,10,10,20,2
8.0,4.0,12.0,11,7,4,0.4,2020-01-31,2019020789,1,R,Bergeron,2.0,1.0,3.0,5.0,5.0,10.0,WPG,8470638,C,6,4,2,8,4,4,Patrice Bergeron,BOS,15,10,25,2
2.0,4.0,6.0,18,4,14,0.65517,2019-12-11,2019020484,1,R,Bergeron,1.0,7.0,8.0,7.0,8.0,15.0,WSH,8470638,C,9,4,5,2,2,0,Patrice Bergeron,BOS,10,19,29,2
2.0,5.0,7.0,17,6,11,0.58333,2019-12-12,2019020488,1,R,Bergeron,3.0,5.0,8.0,5.0,4.0,9.0,TBL,8470638,C,5,4,1,2,0,2,Patrice Bergeron,BOS,10,14,24,2
1.0,3.0,4.0,9,4,5,0.5,2019-10-29,2019020179,1,H,Bergeron,2.0,1.0,3.0,6.0,5.0,11.0,SJS,8470638,C,8,4,4,1,1,0,Patrice Bergeron,BOS,9,9,18,2
6.0,2.0,8.0,12,7,5,0.38888,2020-02-12,2019020877,1,H,Bergeron,0.0,0.0,0.0,5.0,5.0,10.0,MTL,8470638,C,2,1,1,4,3,1,Patrice Bergeron,BOS,11,7,18,2
1.0,2.0,3.0,11,4,7,0.57894,2020-02-08,2019020844,1,H,Bergeron,3.0,4.0,7.0,4.0,5.0,9.0,ARI,8470638,C,5,2,3,3,2,1,Patrice Bergeron,BOS,8,11,19,2
3.0,3.0,6.0,11,5,6,0.55555,2020-01-14,2019020719,1,R,Bergeron,2.0,1.0,3.0,3.0,6.0,9.0,CBJ,8470638,C,6,2,4,1,1,0,Patrice Bergeron,BOS,8,10,18,2
0.0,5.0,5.0,14,4,10,0.72222,2020-02-15,2019020895,1,H,Bergeron,1.0,4.0,5.0,4.0,4.0,8.0,DET,8470638,C,3,1,2,1,0,1,Patrice Bergeron,BOS,5,13,18,2
2.0,2.0,4.0,9,3,6,0.52941,2020-02-04,2019020812,1,H,Bergeron,0.0,2.0,2.0,6.0,5.0,11.0,VAN,8470638,C,7,4,3,1,1,0,Patrice Bergeron,BOS,8,9,17,2
6.0,6.0,12.0,14,6,8,0.5,2019-12-29,2019020606,1,H,Bergeron,3.0,3.0,6.0,3.0,3.0,6.0,BUF,8470638,C,6,3,3,4,3,1,Patrice Bergeron,BOS,12,12,24,2
3.0,6.0,9.0,14,4,10,0.65,2019-11-21,2019020333,1,H,Bergeron,3.0,3.0,6.0,1.0,4.0,5.0,BUF,8470638,C,2,1,1,4,2,2,Patrice Bergeron,BOS,7,13,20,2
1.0,2.0,3.0,19,7,12,0.59259,2019-12-21,2019020555,1,H,Bergeron,3.0,4.0,7.0,7.0,10.0,17.0,NSH,8470638,C,8,4,4,0,0,0,Patrice Bergeron,BOS,11,16,27,2
0.0,2.0,2.0,18,6,12,0.64,2019-12-09,2019020470,1,R,Bergeron,1.0,4.0,5.0,8.0,10.0,18.0,OTT,8470638,C,7,3,4,0,0,0,Patrice Bergeron,BOS,9,16,25,2
2.0,7.0,9.0,20,4,16,0.72,2019-10-08,2019020043,1,R,Bergeron,1.0,4.0,5.0,4.0,7.0,11.0,VGK,8470638,C,4,2,2,1,1,0,Patrice Bergeron,BOS,7,18,25,2
1.0,1.0,2.0,13,5,8,0.625,2020-01-13,2019020711,1,R,Bergeron,0.0,6.0,6.0,5.0,3.0,8.0,PHI,8470638,C,2,1,1,1,0,1,Patrice Bergeron,BOS,6,10,16,2
2.0,2.0,4.0,11,7,4,0.5,2020-02-09,2019020855,1,R,Bergeron,2.0,1.0,3.0,6.0,7.0,13.0,DET,8470638,C,7,3,4,2,0,2,Patrice Bergeron,BOS,10,10,20,2
3.0,2.0,5.0,12,5,7,0.52941,2020-02-29,2019020999,1,R,Bergeron,1.0,1.0,2.0,4.0,6.0,10.0,NYI,8470638,C,3,2,1,2,1,1,Patrice Bergeron,BOS,8,9,17,2
3.0,1.0,4.0,22,11,11,0.53571,2019-12-17,2019020524,1,H,Bergeron,5.0,3.0,8.0,5.0,11.0,16.0,LAK,8470638,C,6,2,4,0,0,0,Patrice Bergeron,BOS,13,15,28,2
2.0,0.0,2.0,18,9,9,0.52173,2019-10-19,2019020115,1,R,Bergeron,3.0,6.0,9.0,6.0,6.0,12.0,TOR,8470638,C,5,2,3,0,0,0,Patrice Bergeron,BOS,11,12,23,2
4.0,3.0,7.0,13,8,5,0.375,2020-02-19,2019020929,1,R,Bergeron,1.0,4.0,5.0,10.0,2.0,12.0,EDM,8470638,C,7,5,2,4,2,2,Patrice Bergeron,BOS,15,9,24,2
0.0,1.0,1.0,7,2,5,0.64285,2020-03-07,2019021053,1,H,Bergeron,4.0,1.0,5.0,1.0,7.0,8.0,TBL,8470638,C,7,3,4,0,0,0,Patrice Bergeron,BOS,5,9,14,2
3.0,5.0,8.0,14,7,7,0.53846,2020-02-05,2019020826,1,R,Bergeron,3.0,4.0,7.0,6.0,5.0,11.0,CHI,8470638,C,7,2,5,5,3,2,Patrice Bergeron,BOS,12,14,26,2
4.0,4.0,8.0,16,5,11,0.5909,2020-01-16,2019020727,1,H,Bergeron,3.0,4.0,7.0,2.0,5.0,7.0,PIT,8470638,C,5,3,2,1,1,0,Patrice Bergeron,BOS,9,13,22,2
2.0,3.0,5.0,18,4,14,0.8,2020-01-19,2019020755,1,R,Bergeron,2.0,4.0,6.0,1.0,13.0,14.0,PIT,8470638,C,5,1,4,2,0,2,Patrice Bergeron,BOS,5,20,25,2
2.0,3.0,5.0,13,6,7,0.57142,2020-08-13,2019030142,1,H,Bergeron,2.0,2.0,4.0,5.0,7.0,12.0,CAR,8470638,C,5,2,3,3,1,2,Patrice Bergeron,BOS,9,12,21,3
4.0,1.0,5.0,11,6,5,0.5,2020-08-19,2019030145,1,H,Bergeron,1.0,2.0,3.0,2.0,4.0,6.0,CAR,8470638,C,2,0,2,1,1,0,Patrice Bergeron,BOS,7,7,14,3
2.0,3.0,5.0,9,5,4,0.4,2020-08-26,2019030223,1,H,Bergeron,2.0,0.0,2.0,2.0,1.0,3.0,TBL,8470638,C,1,1,0,0,0,0,Patrice Bergeron,BOS,6,4,10,3
5.0,5.0,10.0,13,5,8,0.6,2020-08-15,2019030143,1,R,Bergeron,2.0,3.0,5.0,3.0,7.0,10.0,CAR,8470638,C,6,3,3,6,2,4,Patrice Bergeron,BOS,10,15,25,3
2.0,2.0,4.0,25,13,12,0.51515,2020-08-02,2019030001,1,H,Bergeron,1.0,5.0,6.0,13.0,10.0,23.0,PHI,8470638,C,5,2,3,3,1,2,Patrice Bergeron,BOS,16,17,33,3
3.0,6.0,9.0,16,5,11,0.71428,2020-08-25,2019030222,1,R,Bergeron,1.0,2.0,3.0,2.0,7.0,9.0,TBL,8470638,C,3,1,2,2,0,2,Patrice Bergeron,BOS,6,15,21,3
4.0,3.0,7.0,12,3,9,0.65384,2020-08-29,2019030224,1,H,Bergeron,2.0,4.0,6.0,3.0,10.0,13.0,TBL,8470638,C,10,4,6,4,2,2,Patrice Bergeron,BOS,9,17,26,3
1.0,3.0,4.0,21,8,13,0.6923,2020-08-09,2019030005,1,R,Bergeron,3.0,3.0,6.0,4.0,12.0,16.0,WSH,8470638,C,4,0,4,1,0,1,Patrice Bergeron,BOS,8,18,26,3
5.0,4.0,9.0,20,13,7,0.45161,2020-08-12,2019030141,1,H,Bergeron,5.0,4.0,9.0,7.0,6.0,13.0,CAR,8470638,C,7,3,4,4,1,3,Patrice Bergeron,BOS,17,14,31,3
1.0,1.0,2.0,16,6,10,0.72,2020-08-05,2019030003,1,H,Bergeron,3.0,6.0,9.0,3.0,11.0,14.0,TBL,8470638,C,9,1,8,0,0,0,Patrice Bergeron,BOS,7,18,25,3
1.0,3.0,4.0,19,10,9,0.5,2020-08-17,2019030144,1,R,Bergeron,6.0,3.0,9.0,6.0,7.0,13.0,CAR,8470638,C,6,3,3,1,0,1,Patrice Bergeron,BOS,13,13,26,3
7.0,6.0,13.0,18,7,11,0.62962,2020-08-23,2019030221,1,R,Bergeron,2.0,3.0,5.0,1.0,8.0,9.0,TBL,8470638,C,5,0,5,4,3,1,Patrice Bergeron,BOS,10,17,27,3
6.0,6.0,12.0,26,18,8,0.36111,2020-08-31,2019030225,1,R,Bergeron,7.0,5.0,12.0,10.0,2.0,12.0,TBL,8470638,C,6,4,2,4,1,3,Patrice Bergeron,BOS,23,13,36,3
2.0,4.0,6.0,12,3,9,0.73913,2021-01-26,2020020093,1,H,Bergeron,4.0,7.0,11.0,0.0,6.0,6.0,PIT,8470638,C,5,1,4,6,2,4,Patrice Bergeron,BOS,6,17,23,2
2.0,4.0,6.0,17,4,13,0.7619,2021-04-03,2020020585,1,H,Bergeron,1.0,8.0,9.0,2.0,4.0,6.0,PIT,8470638,C,3,1,2,1,0,1,Patrice Bergeron,BOS,5,16,21,2
2.0,2.0,4.0,15,6,9,0.57894,2021-02-26,2020020323,1,R,Bergeron,3.0,3.0,6.0,3.0,6.0,9.0,NYR,8470638,C,3,1,2,1,1,0,Patrice Bergeron,BOS,8,11,19,2
3.0,2.0,5.0,21,10,11,0.51851,2021-04-10,2020020605,1,R,Bergeron,7.0,4.0,11.0,3.0,8.0,11.0,PHI,8470638,C,5,3,2,1,0,1,Patrice Bergeron,BOS,13,14,27,2
5.0,4.0,9.0,14,7,7,0.66666,2021-03-16,2020020459,1,R,Bergeron,2.0,4.0,6.0,0.0,6.0,6.0,PIT,8470638,C,3,0,3,4,0,4,Patrice Bergeron,BOS,7,14,21,2
1.0,2.0,3.0,10,2,8,0.76923,2021-02-28,2020020342,1,R,Bergeron,1.0,4.0,5.0,1.0,4.0,5.0,NYR,8470638,C,1,0,1,2,1,1,Patrice Bergeron,BOS,3,10,13,2
2.0,1.0,3.0,19,7,12,0.58333,2021-01-18,2020020036,1,R,Bergeron,1.0,5.0,6.0,7.0,8.0,15.0,NYI,8470638,C,3,2,1,2,1,1,Patrice Bergeron,BOS,10,14,24,2
1.0,8.0,9.0,16,6,10,0.63157,2021-03-03,2020020359,1,H,Bergeron,3.0,1.0,4.0,3.0,3.0,6.0,WSH,8470638,C,2,1,1,1,0,1,Patrice Bergeron,BOS,7,12,19,2
6.0,4.0,10.0,15,9,6,0.5,2021-02-01,2020020145,1,R,Bergeron,5.0,2.0,7.0,1.0,6.0,7.0,WSH,8470638,C,4,1,3,5,2,3,Patrice Bergeron,BOS,12,12,24,2
1.0,4.0,5.0,16,3,13,0.70833,2021-03-28,2020020541,1,H,Bergeron,0.0,6.0,6.0,6.0,7.0,13.0,NJD,8470638,C,6,3,3,2,1,1,Patrice Bergeron,BOS,7,17,24,2
2.0,3.0,5.0,13,7,6,0.6,2021-03-15,2020020450,1,R,Bergeron,3.0,3.0,6.0,3.0,6.0,9.0,PIT,8470638,C,4,0,4,3,1,2,Patrice Bergeron,BOS,8,12,20,2
5.0,2.0,7.0,11,8,3,0.33333,2021-04-22,2020020729,1,R,Bergeron,3.0,1.0,4.0,4.0,3.0,7.0,BUF,8470638,C,4,1,3,3,3,0,Patrice Bergeron,BOS,12,6,18,2
2.0,1.0,3.0,15,3,12,0.75,2021-02-10,2020020212,1,R,Bergeron,0.0,7.0,7.0,3.0,7.0,10.0,NYR,8470638,C,3,1,2,2,1,1,Patrice Bergeron,BOS,5,15,20,2
3.0,3.0,6.0,13,6,7,0.60869,2021-01-21,2020020060,1,H,Bergeron,2.0,2.0,4.0,4.0,9.0,13.0,PHI,8470638,C,5,1,4,5,2,3,Patrice Bergeron,BOS,9,14,23,2
4.0,1.0,5.0,15,9,6,0.46153,2021-02-03,2020020159,1,R,Bergeron,1.0,6.0,7.0,9.0,5.0,14.0,PHI,8470638,C,8,3,5,3,2,1,Patrice Bergeron,BOS,14,12,26,2
